kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Bau tersebut menyebabkan musuh enggan untuk mendekatinya.,Bau tersebut menyebabkan musuh enggan untuk mendekatinyat.,IPA,Insertion Error
Siput membawa rumahnya untuk melindungi diri.,Siput membawa rumahnya unotuk melindungi diri.,IPA,Insertion Error
La akan bersembunyi di dalam rumahnya jika ada bahaya mengancam.,La akan bersembunyi di dalam rumahnya jikat ada bahaya mengancam.,IPA,Insertion Error
Cicak akan memutuskan ekornya untuk menghindar dari musuh.,Cicak akan memutuskan ekornya untuk menghindar darit musuh.,IPA,Insertion Error
Ekor yang putus dapat bergerak-gerak.,Ekor yang putus daopat bergerak-gerak.,IPA,Insertion Error
Hal ini untuk mengalihkan perhatian musuhnya.,Hal ini untuk mengalihkaon perhatian musuhnya.,IPA,Insertion Error
Kesempatan ini digunakan cicak untuk melarikan diri.,Kesempatan ini digunakan cicak untuk melarikan dirit.,IPA,Insertion Error
Ekor cicak akan tumbuh kembali.,Ekor cicak akan tuombuh kembali.,IPA,Insertion Error
"Namun, ekor yang tumbuh menjadi lebih lebar, lebih pendek, dan tidak simetris.","Namun, ekor yang tumbuh menjadi lebih lebatr, lebih pendek, dan tidak simetris.",IPA,Insertion Error
Sigung mempunyai kelenjar bau yang terletak di bawah kulit di kedua sisi lubang duburnya.,Sigung mempunyai kelenjar bau yang terletak tdi bawah kulit di kedua sisi lubang duburnya.,IPA,Insertion Error
Bau tidak enak ini disemprotkan hingga jarak tiga meter.,Bau tidak enak ini disemprotkan hingga jaratk tiga meter.,IPA,Insertion Error
Semprotan bau ini dapat menyebabkan kebutaan sementara maupun tetap.,Semprotan bau ini dapat menyebabkan kebutaan sementatra maupun tetap.,IPA,Insertion Error
Landak mempunyai duri-duri yang tajam untuk melukai musuhnya.,Landak mempunyai duri-duri yang tajam untuk melutkai musuhnya.,IPA,Insertion Error
Perhatikan gambar 5.9a!,Perhatikan gambar t5.9a!,IPA,Insertion Error
Cumi-cumi akan mengeluarkan tinta untuk menyelamatkan diri dari kejaran musuh.,Cumi-cumi akan mengeluarkan tinta untuk menyelamatkan dirit dari kejaran musuh.,IPA,Insertion Error
Cumi-cumi menyemburkan tinta berwarna hitam.,Cumi-cumi menyemburkan tinta berwarnoa hitam.,IPA,Insertion Error
"Dengan demikian, pandangan musuhnya akan terhalang.","Dengan demikian, pandangan musuhnyoa akan terhalang.",IPA,Insertion Error
Saat itulah kesempatan bagi cumi-cumi melepaskan diri.,Saat itulah kesempatan bagi cumi-cumi melepaskan dirit.,IPA,Insertion Error
Perhatikan gambar 5.9b!,Perhatikan gambar t5.9b!,IPA,Insertion Error
Carilah beberapa bentuk penyesuaian diri hewan untuk melindungi dirinya dari musuh!,Carilah beberapa bentuk penyesuaian diri hewan untutk melindungi dirinya dari musuh!,IPA,Insertion Error
Bukan hanya hewan yang melakukan penyesuaian diri.,Bukan hanya hewan yang melakukan penyesuaian dirit.,IPA,Insertion Error
Tumbuhan juga melakukan hal yang sama.,Tumbuhan juga melakukan haol yang sama.,IPA,Insertion Error
Tumbuhan menyesuaikan diri terhadap tempat hidupnya.,Tumbuhan menyesuaikan diri terhadaop tempat hidupnya.,IPA,Insertion Error
Ada tumbuhan yang hidup di gurun.,Ada tumbuhan yang hiodup di gurun.,IPA,Insertion Error
Ada tumbuhan yang hidup di air.,Ada tumbuhan yang hiodup di air.,IPA,Insertion Error
Tumbuhan memiliki bentuk penyesuaian diri yang berbeda sesuai dengan lingkungan hidupnya.,Tumbuhan memiliki bentuk penyesuaian diri yang berbteda sesuai dengan lingkungan hidupnya.,IPA,Insertion Error
Cara tumbuhan melindungi dirinya juga sungguh unik.,Cara tumbuhan melindungi dirinya juga sungguh unikt.,IPA,Insertion Error
Marilah kita simak penjelasan berikut ini!,Marilah kita simak penjelasano berikut ini!,IPA,Insertion Error
Tumbuhan tidak dapat bergerak.,Tumbuhan tidak dapatt bergerak.,IPA,Insertion Error
"Maka, tumbuhan memiliki cara lain untuk melindungi dirinya dari bahaya.","Maka, tumbuhan memiliki cara lain untuk melindungit dirinya dari bahaya.",IPA,Insertion Error
Tumbuhan mempunyai alat untuk membela diri dari hewan pemangsanya.,Tumbuhan mempunyai alat untuk membela diri darit hewan pemangsanya.,IPA,Insertion Error
Ada banyak cara yang dilakukan tumbuhan untuk melindungi diri.,Ada banyak cara yang dilakukan tumbuhan untutk melindungi diri.,IPA,Insertion Error
Kaktus mempunyai duri-duri yang tajam untuk melindungi diri dari musuhnya.,Kaktus mempunyai duri-duri yang tajam untuk melindungit diri dari musuhnya.,IPA,Insertion Error
Mawar mempunyai duri yang tajam pada bagian batang untuk melindungi diri dari pengganggunya.,Mawar mempunyai duri yang tajam pada bagitan batang untuk melindungi diri dari pengganggunya.,IPA,Insertion Error
Durian memiliki duri yang tajam pada bagian kulit.,Durian memiliki duri yang tajam pada bagitan kulit.,IPA,Insertion Error
Dengan begitu buahnya sulit dimakan oleh hewan pemangsa.,Dengan begitu buahnya sulit dimakan oleh hewatn pemangsa.,IPA,Insertion Error
Buah-buahan yang masih mentah memproduksi getah untuk melindungi diri dari pemangsanya.,Buah-buahan yang masih mentah memproduksi getah untutk melindungi diri dari pemangsanya.,IPA,Insertion Error
Getah ini akan melekat pada hewan pemangsanya.,Getah ini akan melekat pada hewan pemangsanyta.,IPA,Insertion Error
Bagian tubuh hewan yang terkena getah akan rusak.,Bagian tubuh hewan yang terkena getah akant rusak.,IPA,Insertion Error
Tumbuhan air disebut juga hidrofita.,Tumbuhan air disebut juoga hidrofita.,IPA,Insertion Error
Mempunyai rongga udara sebagai tempat udara sehingga tumbuhan itu dapat mengapung di air.,Mempunyai rongga udara sebagai tempat udara sehinggta tumbuhan itu dapat mengapung di air.,IPA,Insertion Error
Mempunyai daun yang lebar dan stomata yang banyak untuk mempercepat penguapan.,Mempunyai daun yangt lebar dan stomata yang banyak untuk mempercepat penguapan.,IPA,Insertion Error
Perhatikan bentuk daun teratai pada gambar 5.13b!,Perhatikan bentuk daun teratai pada gambar t5.13b!,IPA,Insertion Error
"Bentuk daunnya lebar, bukan?","Bentuk daunnya lebatr, bukan?",IPA,Insertion Error
"Contoh tumbuhan air adalah teratai, eceng gondok, dan padi.","Contoh tumbuhan air adalah teratai, eceng gondtok, dan padi.",IPA,Insertion Error
Bentuk daun seperti duri kecil dengan sedikit stomata.,Bentuk daun seperti duri kecil dengan seditkit stomata.,IPA,Insertion Error
Bentuk daun seperti ini berguna untuk mengurangi penguapan.,Bentuk daun seperti ini berguna untuk mengurangit penguapan.,IPA,Insertion Error
Perhatikan gambar 5.14!,Perhatikan gambar t5.14!,IPA,Insertion Error
Akar yang panjang dan menyebar luas ke dalam tanah.,Akar yang panjang dan menyebar luas tke dalam tanah.,IPA,Insertion Error
Akar seperti ini berguna untuk memperlebar daerah penyerapan air.,Akar seperti ini berguna untuk memperlebar daertah penyerapan air.,IPA,Insertion Error
Tubuh dilapisi lilin untuk mencegah penguapan berlebih.,Tubuh dilapisi lilin untuk mencegah penguapan berlebith.,IPA,Insertion Error
Tumbuhan gurun disebut juga xerofita.,Tumbuhan gurun disebut juoga xerofita.,IPA,Insertion Error
Amati gambar 5.15 di bawah ini!,Amati gambar 5.15 di bawah tini!,IPA,Insertion Error
"Kamu tentu melihat pohon-pohon yang menggugurkan daunnya, bukan?","Kamu tentu melihat pohon-pohon yang menggugurkan dauntnya, bukan?",IPA,Insertion Error
Menggugurkan daun termasuk cara tumbuhan menyesuaikan diri dengan lingkungannya.,Menggugurkan daun termasuk cara tumbuhan menyesuaikan dirit dengan lingkungannya.,IPA,Insertion Error
Dengan begitu tumbuhan tidak mengalami kekeringan.,Dengan begitu tumbuhan tiodak mengalami kekeringan.,IPA,Insertion Error
"Tumbuhan yang menggugurkan daunnya di musim kemarau adalah pohon jati, kapuk randu, mahoni, dan kedondong.","Tumbuhan yang menggugurkan daunnya di musim kematrau adalah pohon jati, kapuk randu, mahoni, dan kedondong.",IPA,Insertion Error
Coba perhatikan venus penjebak serangga pada gambar 5.16 di samping!,Coba perhatikan venus penjebak serangga pada gambtar 5.16 di samping!,IPA,Insertion Error
Daun tumbuhan ini membentang lebar.,Daun tumbuhan ini membentango lebar.,IPA,Insertion Error
La menunggu serangga datang dan mendarat pada permukaannya.,La menunggu serangga datang dan mendarat padat permukaannya.,IPA,Insertion Error
"Dengan cepat, daun akan menutup dan menjebak serangga itu.","Dengan cepat, daun akan menutup dan menjebatk serangga itu.",IPA,Insertion Error
Tumbuhan ini juga memiliki getah pencerna khusus.,Tumbuhan ini juga memiliki getah pencerna khustus.,IPA,Insertion Error
Getah itu berguna untuk melarutkan tubuh serangga.,Getah itu berguna untuk melarutkan tubuh seranggta.,IPA,Insertion Error
Tumbuhan pemakan serangga disebut tumbuhan insektivora.,Tumbuhan pemakan serangga diosebut tumbuhan insektivora.,IPA,Insertion Error
Coba pikirkan jika hewan dan tumbuhan tidak dapat menyesuaikan diri dengan lingkungannya!,Coba pikirkan jika hewan dan tumbuhan tidatk dapat menyesuaikan diri dengan lingkungannya!,IPA,Insertion Error
Apa yang akan terjadi?,Apa yang akant terjadi?,IPA,Insertion Error
Tuliskanlah jawabanmu pada buku catatanmu!,Tuliskanlah jawabanmu pada buoku catatanmu!,IPA,Insertion Error
Makhluk hidup beradaptasi untuk mencari makan dan melindungi diri dari pemangsanya.,Makhluk hidup beradaptasi untuk mencari makan tdan melindungi diri dari pemangsanya.,IPA,Insertion Error
"Adaptasi yang dilakukan oleh hewan akan menyebabkan perubahan bentuk tubuh, perilaku, atau proses dalam tubuhnya.","Adaptasi yang dilakukan oleh hewan akan menyebabkatn perubahan bentuk tubuh, perilaku, atau proses dalam tubuhnya.",IPA,Insertion Error
"Pada burung, perubahan bentuk tubuhnya tampak pada bagian paruh dan kaki.","Pada burung, perubahan bentuk tubuhnya tampak padat bagian paruh dan kaki.",IPA,Insertion Error
Serangga juga menampakkan perubahan bentuk tubuhnya pada bagian mulut.,Serangga juga menampakkan perubahan bentuk tubuhnya padat bagian mulut.,IPA,Insertion Error
Hewan memiliki perilaku dasar untuk melindungi diri dari ancaman musuhnya.,Hewan memiliki perilaku dasar untuk melindungi dirit dari ancaman musuhnya.,IPA,Insertion Error
"Tumbuhan juga melakukan adaptasi, yaitu untuk melindungi dirinya dan untuk bertahan di lingkungan hidupnya.","Tumbuhan juga melakukan adaptasi, yaitu untuk melindungit dirinya dan untuk bertahan di lingkungan hidupnya.",IPA,Insertion Error
Beberapa jenis tumbuhan memiliki duri-duri yang tajam untuk melindungi diri dari ancaman musuh.,Beberapa jenis tumbuhan memiliki duri-duri yang tajatm untuk melindungi diri dari ancaman musuh.,IPA,Insertion Error
Ada pula yang memproduksi getah.,Ada pula yang memproduksoi getah.,IPA,Insertion Error
"Kaktus, mawar dan durian adalah contoh tumbuhan berduri.","Kaktus, mawar dan durian adalah contoh tumbuhatn berduri.",IPA,Insertion Error
Sementara buah-buahan yang masih mentah adalah contoh tumbuhan yang memproduksi getah.,Sementara buah-buahan yang masih mentah adalah conttoh tumbuhan yang memproduksi getah.,IPA,Insertion Error
"Tumbuhan air seperti teratai melakukan adaptasi terhadap tempat hidupnya dengan bentuk daun yang lebar dan banyak stomata, mempunyai rongga udara, dan saluran udara.","Tumbuhan air seperti teratai melakukan adaptasi terhadatp tempat hidupnya dengan bentuk daun yang lebar dan banyak stomata, mempunyai rongga udara, dan saluran udara.",IPA,Insertion Error
Tumbuhan yang hidup di daerah gurun seperti kaktus beradaptasi terhadap kehidupan gurun dengan bentuk daun yang kecil dan tebal seperti duri serta stomata yang sedikit.,Tumbuhan yang hidup di daerah gurun sepetrti kaktus beradaptasi terhadap kehidupan gurun dengan bentuk daun yang kecil dan tebal seperti duri serta stomata yang sedikit.,IPA,Insertion Error
Selain juga memiliki akar yang panjang dan menyebar luas serta tubuh yang dilapisi lilin.,Selain juga memiliki akar yang panjang tdan menyebar luas serta tubuh yang dilapisi lilin.,IPA,Insertion Error
Adaptasi beberapa tumbuhan terhadap lingkungannya terkadang dilakukan dengan cara meranggas pada musim kemarau.,Adaptasi beberapa tumbuhan terhadap lingkungannya terkadang dilakuktan dengan cara meranggas pada musim kemarau.,IPA,Insertion Error
"Tumbuhan yang meranggas, misalnya pohon jati dan mahoni.","Tumbuhan yang meranggas, misalnya pohon jati tdan mahoni.",IPA,Insertion Error
"Kamu tahu landak, bukan?","Kamu tahu landtak, bukan?",IPA,Insertion Error
Landak adalah hewan dengan permukaan tubuh berduri.,Landak adalah hewan dengan permukaan tubuh berdturi.,IPA,Insertion Error
Apakah fungsi duri itu?,Apakah fungsi durit itu?,IPA,Insertion Error
Mangga dan pepaya mentah mengeluarkan getah.,Mangga dan pepaya meontah mengeluarkan getah.,IPA,Insertion Error
Apakah fungsi getah tersebut?,Apakah fungsi getath tersebut?,IPA,Insertion Error
Adakah pohon belimbing disekitar rumahmu?,Adakah pohon belimbing disekitoar rumahmu?,IPA,Insertion Error
Buah belimbing yang masih mentah terasa pahit.,Buah belimbing yang masih mentah terasa pahitt.,IPA,Insertion Error
Apakah kegunaan dari rasa pahit tersebut?,Apakah kegunaan dari raosa pahit tersebut?,IPA,Insertion Error
Apa kamu punya kucing peliharaan?,Apa kamu punya kuocing peliharaan?,IPA,Insertion Error
"Jika terancam musuh, kucing akan mengembangkan bulunya.","Jika terancam musuh, kucing akan mengembangkan bulutnya.",IPA,Insertion Error
Apa tujuan kucing mengembangkan bulunya?,Apa tujuan kucing mengembangokan bulunya?,IPA,Insertion Error
Kalajengking dapat mengeluarkan racun melalui sengatnya apabila dalam bahaya.,Kalajengking dapat mengeluarkan racun melalui sengatnya apabtila dalam bahaya.,IPA,Insertion Error
Apa guna racun tersebut?,Apa guna racutn tersebut?,IPA,Insertion Error
Kamu dapat menemukan beragam benda di sekitarmu.,Kamu dapat menemukan beragam benda di sekitartmu.,IPA,Insertion Error
"Meja, kursi, tas, buku, penggaris dan lain-lain.","Meja, kursi, tas, buku, penggaris dan lain-latin.",IPA,Insertion Error
Mungkin kamu menemukan ada benda yang sama tapi terbuat dari bahan yang berbeda.,Mungkin kamu menemukan ada benda yang samat tapi terbuat dari bahan yang berbeda.,IPA,Insertion Error
Penggaris ada yang terbuat plastik dan besi.,Penggaris ada yang terbuat plastik dan besit.,IPA,Insertion Error
Setiap benda memiliki sifat khas yang berbeda dari benda lain.,Setiap benda memiliki sifat khas yang berbteda dari benda lain.,IPA,Insertion Error
Kekhasan benda berkaitan erat dengan bahan dan teknik pembuatannya.,Kekhasan benda berkaitan erat dengan bahan tdan teknik pembuatannya.,IPA,Insertion Error
Coba kamu amati gambar 6.1 di bawah!,Coba kamu amati gambar 6.1 tdi bawah!,IPA,Insertion Error
Dapatkah kamu memperkirakan bahan penyusun dan alasan pemakaiannya?,Dapatkah kamu memperkirakan bahan penyusun dan alastan pemakaiannya?,IPA,Insertion Error
Suatu benda dibuat dari berbagai bahan.,Suatu benda dibuat daori berbagai bahan.,IPA,Insertion Error
"Jenis bahan dibedakan menjadi dua, yaitu bahan alami dan buatan (sintetis).","Jenis bahatn dibedakan menjadi dua, yaitu bahan alami dan buatan (sintetis).",IPA,Insertion Error
Coba lihat bagan di bawah ini!,Coba lihat bagan dio bawah ini!,IPA,Insertion Error
Bahan alami ada yang berasal dari hewan dan tumbuhan.,Bahan alami ada yang berasal dari hewatn dan tumbuhan.,IPA,Insertion Error
"Bahan alami dari tumbuhan antara lain kayu, bambu, rotan, serat rami, kapas dan abaka.","Bahan alami dari tumbuhan antara lain kayut, bambu, rotan, serat rami, kapas dan abaka.",IPA,Insertion Error
"Bahan alami dari hewan antara lain bulu hewan, kulit hewan dan kepompong ulat.","Bahan alami dari hewan antara lain bulut hewan, kulit hewan dan kepompong ulat.",IPA,Insertion Error
Bahan buatan (sintetis) diolah dari bahan-bahan tambang.,Bahan buatan (sintetis) diolah dari bahan-bahan tambtang.,IPA,Insertion Error
"Contoh bahan sintetis adalah plastik, nilon dan karet.","Contoh bahan sintetis adalah plastik, nilon tdan karet.",IPA,Insertion Error
Berbagai bahan alami dan buatan dapat dijadikan bahan penyusun benda.,Berbagai bahan alami dan buatan dapat dijadiktan bahan penyusun benda.,IPA,Insertion Error
Kedua bahan itu dapat digunakan secara sendiri atau bersamaan.,Kedua bahan itu dapat digunakan secara sendtiri atau bersamaan.,IPA,Insertion Error
Kamu dapat menemukan benda berbahan tunggal maupun campuran.,Kamu dapat menemukan benda berbahan tunggal mauptun campuran.,IPA,Insertion Error
Beberapa benda tersusun dari satu jenis bahan saja.,Beberapa benda tersusun dari satu jenis bahatn saja.,IPA,Insertion Error
Terbuat dari apakah meja dan kursi di kelasmu?,Terbuat dari apakah meja dan kursi tdi kelasmu?,IPA,Insertion Error
Meja dan kursi di kelas terbuat dari kayu.,Meja dan kursi di kelas terbuat darit kayu.,IPA,Insertion Error
Berbagai barang gerabah dan patung dibuat dari tanah liat.,Berbagai barang gerabah dan patung dibuat darit tanah liat.,IPA,Insertion Error
Coba perhatikan gambar 6.3!,Coba perhatikan gambar o6.3!,IPA,Insertion Error
Terbuat dari apakah perabot rumah tangga tersebut?,Terbuat dari apakah perabot rumah tangga tersebutt?,IPA,Insertion Error
"Perabot rumah tangga terbuat dari plastik, bukan?","Perabot rumah tangga terbuat dari plastik, bukatn?",IPA,Insertion Error
Suatu benda dibuat dari satu macam bahan dengan pertimbangan tertentu.,Suatu benda dibuat dari satu macam bahatn dengan pertimbangan tertentu.,IPA,Insertion Error
Ada yang dibuat untuk mempercepat pembuatannya.,Ada yang dibuat unotuk mempercepat pembuatannya.,IPA,Insertion Error
Ada yang dibuat untuk menonjolkan unsur seninya.,Ada yang dibuat untuk menonjolkan unsur senitnya.,IPA,Insertion Error
Ada pula yang dibuat untuk kegunaan khusus.,Ada pula yang dibuat untuk kegunaan khustus.,IPA,Insertion Error
Contohnya handuk dibuat dari bahan wol agar mudah menyerap air.,Contohnya handuk dibuat dari bahan wol agart mudah menyerap air.,IPA,Insertion Error
Carilah beberapa benda yang hanya terbuat dari satu bahan saja!,Carilah beberapa benda yang hanya terbuat darit satu bahan saja!,IPA,Insertion Error
Ada benda berbahan tunggal.,Ada benda berbahatn tunggal.,IPA,Insertion Error
"Namun, banyak benda lain yang berbahan campuran.","Namun, banyak benda lain yang berbahan campuratn.",IPA,Insertion Error
Coba ingat kembali hasil pengamatanmu pada awal bab tadi!,Coba ingat kembali hasil pengamatanmu pada awalt bab tadi!,IPA,Insertion Error
Sebuah benda dapat tersusun dari beberapa jenis bahan.,Sebuah benda dapat tersusun dari beberapa jenits bahan.,IPA,Insertion Error
Coba perhatikan gambar 6.4!,Coba perhatikan gambar o6.4!,IPA,Insertion Error
Bagian luar laptop terbuat dari plastik.,Bagian luar laptop teorbuat dari plastik.,IPA,Insertion Error
"Namun, layar dan perangkat elektronik di dalamnya terbuat dari logam.","Namun, layar dan perangkat elektronik di dalamnyta terbuat dari logam.",IPA,Insertion Error
Laptop tersusun atas bahan logam dan plastik.,Laptop tersusun atas bahan logam dan plasttik.,IPA,Insertion Error
Benda-benda di sekitarmu tersusun dari beberapa jenis bahan.,Benda-benda di sekitarmu tersusun dari beberapa jenits bahan.,IPA,Insertion Error
Dapatkah kamu menyebutkan bahan-bahan penyusunnya?,Dapatkah kamu menyebutkan bahan-bahaon penyusunnya?,IPA,Insertion Error
"Nah, coba pikirkan bersama teman sebangkumu!","Nah, coba pikirkan beorsama teman sebangkumu!",IPA,Insertion Error
Coba tuliskan berbagai benda dan bahan penyusunnya.,Coba tuliskan berbagai benda dan bahan penyusunnyta.,IPA,Insertion Error
Lengkapilah tabel 6.1 di bawah ini!,Lengkapilah tabel 6.1 di bawah tini!,IPA,Insertion Error
Mengapa suatu benda disusun dari berbagai jenis bahan?,Mengapa suatu benda disusun dari berbagai jenits bahan?,IPA,Insertion Error
Setiap jenis bahan memiliki sifat dan kemampuan tertentu.,Setiap jenis bahan memiliki sifat dan kemamputan tertentu.,IPA,Insertion Error
Penggabungan beberapa bahan untuk membuat satu benda memiliki berbagai tujuan.,Penggabungan beberapa bahan untuk membuat satu bendta memiliki berbagai tujuan.,IPA,Insertion Error
Coba kamu perhatikan gambar 6.5!,Coba kamu perhatikan gaombar 6.5!,IPA,Insertion Error
Alas setrika dibuat dari logam agar dapat mengalirkan panas.,Alas setrika dibuat dari logam agar dapatt mengalirkan panas.,IPA,Insertion Error
Sekarang coba perhatikan bagian pegangannya!,Sekarang coba perhatikan baogian pegangannya!,IPA,Insertion Error
Bagian pegangan dibuat dari plastik agar tidak mengalirkan listrik.,Bagian pegangan dibuat dari plastik agar tidatk mengalirkan listrik.,IPA,Insertion Error
Membuat benda menjadi lebih kuat.,Membuat benda menjadi leobih kuat.,IPA,Insertion Error
Paku digunakan untuk menyambung papan menjadi meja.,Paku digunakan untuk menyambung papan menjadi mejat.,IPA,Insertion Error
Setiap bagian setrika dibuat dari bahan berbeda agar memiliki sifat tertentu.,Setiap bagian setrika dibuat dari bahan berbteda agar memiliki sifat tertentu.,IPA,Insertion Error
"Sebelum membahas lebih jauh, coba lakukan kegiatan 6.1 berikut ini!","Sebelum membahas lebih jauh, coba lakukan kegiatatn 6.1 berikut ini!",IPA,Insertion Error
Amatilah benda-benda di sekitarmu!,Amatilah benda-benda tdi sekitarmu!,IPA,Insertion Error
Sebutkan bahan penyusun dan teknik pembuatannya!,Sebutkan bahan penyusun daon teknik pembuatannya!,IPA,Insertion Error
Coba kamu lihat tikar!,Coba kamu lihatt tikar!,IPA,Insertion Error
Dari bahan apa tikar dibuat?,Dari bahan apa tiokar dibuat?,IPA,Insertion Error
Tikar ada yang dibuat dari plastik.,Tikar ada yang diobuat dari plastik.,IPA,Insertion Error
Ada pula tikar yang dibuat dari bambu.,Ada pula tikar yang dibuat dari bambtu.,IPA,Insertion Error
Tali plastik dianyam hingga membentuk tikar.,Tali plastik dianyam hiongga membentuk tikar.,IPA,Insertion Error
Begitu pula dengan buluh-buluh bambu.,Begitu pula dengan buluh-buluoh bambu.,IPA,Insertion Error
Anyaman tikar memiliki motif bermacam-macam.,Anyaman tikar memiliki mootif bermacam-macam.,IPA,Insertion Error
Motif itu menjadikan tikar semakin bagus.,Motif itu menjadikan tiokar semakin bagus.,IPA,Insertion Error
"Sekarang, coba kamu amati lemari kayu di rumahmu!","Sekarang, coba kamu amati lemari kayu tdi rumahmu!",IPA,Insertion Error
Dari bahan apa lemari dibuat?,Dari bahan apa leomari dibuat?,IPA,Insertion Error
Lemari dibuat dari kayu.,Lemari dibuat darit kayu.,IPA,Insertion Error
Lemari kayu tidak dibuat dengan cara dianyam.,Lemari kayu tidak dibuat dengan cara diantyam.,IPA,Insertion Error
Lemari dibuat dari balok kayu dan papan.,Lemari dibuat dari balok kayu dan papatn.,IPA,Insertion Error
Bagian-bagian itu dirangkai dengan paku dan lem.,Bagian-bagian itu dirangkai dengan paku dan tlem.,IPA,Insertion Error
Ada juga ukiran yang menghiasi lemari.,Ada juga ukiran yaong menghiasi lemari.,IPA,Insertion Error
Ukiran itu menjadikan lemari tampak bagus.,Ukiran itu menjadikan leomari tampak bagus.,IPA,Insertion Error
"Nah, coba amati gambar 6.6!","Nah, coba amati gaombar 6.6!",IPA,Insertion Error
Tampak seorang pengrajin sedang membuat patung.,Tampak seorang pengrajin seodang membuat patung.,IPA,Insertion Error
Kayu dipahat dan diukir membentuk patung.,Kayu dipahat dan dioukir membentuk patung.,IPA,Insertion Error
"Kayu yang tadinya biasa saja, kini berubah menjadi patung yang bernilai seni.","Kayu yang tadinya biasa saja, kini berutbah menjadi patung yang bernilai seni.",IPA,Insertion Error
Selain tikar dan kursi masih banyak lagi benda yang lain.,Selain tikar dan kursi masih banyak lagit benda yang lain.,IPA,Insertion Error
"Ada yang terbuat dari kain, kertas, bambu, rotan, tanah liat, karet dan logam.","Ada yang terbuat dari kain, kertas, bambtu, rotan, tanah liat, karet dan logam.",IPA,Insertion Error
Benda apa saja yang terbuat dari bahan tersebut?,Benda apa saja yang terbuat dari bahatn tersebut?,IPA,Insertion Error
Bagaimanakah teknik pembuatannya?,Bagaimanakah teknik pembuatannyat?,IPA,Insertion Error
Kain berasal dari benang.,Kain berasal darit benang.,IPA,Insertion Error
Benang ada yang terbuat dari bahan alami dan buatan.,Benang ada yang terbuat dari bahan alamti dan buatan.,IPA,Insertion Error
Bagian tubuh hewan yang dapat dijadikan benang adalah bulu domba dan kepompong ulat sutera.,Bagian tubuh hewan yang dapat dijadikan benatng adalah bulu domba dan kepompong ulat sutera.,IPA,Insertion Error
"Serat tumbuhan yang dapat dijadikan benang adalah kapas, rami dan sabut kelapa.","Serat tumbuhan yang dapat dijadikan benang adaltah kapas, rami dan sabut kelapa.",IPA,Insertion Error
Bahan sintetis dibuat oleh manusia.,Bahan sintetis dibuat oloeh manusia.,IPA,Insertion Error
Benang yang terbuat dari bahan sintetis adalah nilon.,Benang yang terbuat dari bahan sintetis adaltah nilon.,IPA,Insertion Error
Serat alami atau buatan dapat dipintal menjadi benang.,Serat alami atau buatan dapat dipintal menjtadi benang.,IPA,Insertion Error
Apa maksud dengan dipintal?,Apa maksud dengtan dipintal?,IPA,Insertion Error
Serat-serat yang pendek dipilin dan disambung hingga menjadi benang panjang.,Serat-serat yang pendek dipilin dan disambung hingtga menjadi benang panjang.,IPA,Insertion Error
Benang kemudian ditenun menjadi kain.,Benang kemudian ditenun meonjadi kain.,IPA,Insertion Error
Penenunan dapat dilakukan secara tradisional dan modern.,Penenunan dapat dilakukan secara tradisional dan modetrn.,IPA,Insertion Error
Coba perhatikan gambar 6.7!,Coba perhatikan gambar o6.7!,IPA,Insertion Error
Tampak seorang ibu sedang menenun benang menjadi kain.,Tampak seorang ibu sedang menenun benang menjtadi kain.,IPA,Insertion Error
Penenunan secara tradisional memerlukan waktu cukup lama.,Penenunan secara tradisional memerlukan waktu cukup lamat.,IPA,Insertion Error
Penenunan secara modern menggunakan mesin tenun.,Penenunan secara modern menggunakaon mesin tenun.,IPA,Insertion Error
Prosesnya jauh lebih cepat.,Prosesnya jauh lebith cepat.,IPA,Insertion Error
"Kain dapat diolah menjadi pakaian, tirai, seprei dan tas kain.","Kain dapat diolah menjadi pakaian, tirai, seprtei dan tas kain.",IPA,Insertion Error
"Semua benda tersebut terbuat dari jenis kain yang berbeda, bukan?","Semua benda tersebut terbuat dari jenis kaint yang berbeda, bukan?",IPA,Insertion Error
Kertas dibuat dari bubur kertas.,Kertas dibuat dari buobur kertas.,IPA,Insertion Error
Bahan utama bubur kertas adalah serat kayu.,Bahan utama bubur kertas adalah serat kayut.,IPA,Insertion Error
Serat kayu dihancurkan menjadi bubur.,Serat kayu dihancurkan meonjadi bubur.,IPA,Insertion Error
Bubur tersebut dicetak menjadi lembaran-lembaran.,Bubur tersebut dicetak meonjadi lembaran-lembaran.,IPA,Insertion Error
Tebal lembaran kertas berbeda-beda sesuai kebutuhan.,Tebal lembaran kertas berbeda-beoda sesuai kebutuhan.,IPA,Insertion Error
Ada yang dibuat menjadi kertas buku dan karton.,Ada yang dibuat menjadi kertas buku tdan karton.,IPA,Insertion Error
Ada pula yang dibuat menjadi kardus.,Ada pula yang diobuat menjadi kardus.,IPA,Insertion Error
Buluh bambu dapat dianyam menjadi berbagai barang kerajinan.,Buluh bambu dapat dianyam menjadi berbagai baratng kerajinan.,IPA,Insertion Error
"Ada yang dianyam menjadi tas, topi, tirai dan kipas.","Ada yang dianyam menjadi tas, topi, tirati dan kipas.",IPA,Insertion Error
"Ada juga yang dianyam menjadi peralatan dapur, misalnya bakul.","Ada juga yang dianyam menjadi peralatan daputr, misalnya bakul.",IPA,Insertion Error
