kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Sebutkan perilaku manusia yang dapat menyebabkan tanah longsor.,Sebutkan perilaku manusia yang dapat menyebabkan tanah longsor',IPS,Punctuation Error
"Saat ini, kemajuan dalam setiap aspek kehidupan berlangsung cepat.",Saat ini@ kemajuan dalam setiap aspek kehidupan berlangsung cepat.,IPS,Punctuation Error
Arus kemajuan zaman berpengaruh terhadap segala aspek kehidupan masyarakat.,Arus kemajuan zaman berpengaruh terhadap segala aspek kehidupan masyarakat',IPS,Punctuation Error
"Pada masa globalisasi sekarang ini, indonesia tidak tinggal diam.",Pada masa globalisasi sekarang ini@ indonesia tidak tinggal diam.,IPS,Punctuation Error
Indonesia turut berperan aktif.,Indonesia turut berperan aktif',IPS,Punctuation Error
Hal ini untuk mempercepat pembangunan di segala bidang.,Hal ini untuk mempercepat pembangunan di segala bidang',IPS,Punctuation Error
Bab ini akan membahas tentang peranan indonesia di era global.,Bab ini akan membahas tentang peranan indonesia di era global',IPS,Punctuation Error
"Selain itu, pengaruh globalisasi dalam kehidupan masyarakat.",Selain itu@ pengaruh globalisasi dalam kehidupan masyarakat.,IPS,Punctuation Error
"Globalisasi berasal dari dua kata, yaitu globe dan isasi.",Globalisasi berasal dari dua kata@ yaitu globe dan isasi.,IPS,Punctuation Error
"Globe berarti dunia, sedangkan isasi berarti proses.",Globe berarti dunia@ sedangkan isasi berarti proses.,IPS,Punctuation Error
"Jadi, globalisasi adalah proses mendunia.",Jadi@ globalisasi adalah proses mendunia.,IPS,Punctuation Error
"Artinya, negara-negara di dunia ini seolah-olah menjadi satu.","Artinya, negara@negara di dunia ini seolah-olah menjadi satu.",IPS,Punctuation Error
Batas antarnegara tidak ada lagi.,Batas antarnegara tidak ada lagi',IPS,Punctuation Error
Globalisasi terjadi karena adanya kemajuan ilmu pengetahuan dan teknologi informasi.,Globalisasi terjadi karena adanya kemajuan ilmu pengetahuan dan teknologi informasi',IPS,Punctuation Error
"Dengan adanya kemajuan di bidang teknologi informasi, segala informasi dapat diketahui.",Dengan adanya kemajuan di bidang teknologi informasi@ segala informasi dapat diketahui.,IPS,Punctuation Error
Peristiwa di suatu negara bisa diketahui oleh masyarakat dari negara lain dalam waktu yang sangat cepat.,Peristiwa di suatu negara bisa diketahui oleh masyarakat dari negara lain dalam waktu yang sangat cepat',IPS,Punctuation Error
Hal inilah yang dimaksud dengan batas-batas antarnegara seolah-olah tidak ada lagi.,Hal inilah yang dimaksud dengan batas-batas antarnegara seolah-olah tidak ada lagi?,IPS,Punctuation Error
Batas geografis suatu negara tidak lagi menjadi penghalang.,Batas geografis suatu negara tidak lagi menjadi penghalang',IPS,Punctuation Error
Terlebih untuk mengetahui informasi yang berkembang di negara tersebut.,Terlebih untuk mengetahui informasi yang berkembang di negara tersebut',IPS,Punctuation Error
Globalisasi dipengaruhi oleh perkembangan alat komunikasi dan transportasi.,Globalisasi dipengaruhi oleh perkembangan alat komunikasi dan transportasi',IPS,Punctuation Error
"Perkembangan alat komunikasi, antara lain penggunaan satelit, telepon, komputer, dan internet.","Perkembangan alat komunikasi} antara lain penggunaan satelit, telepon, komputer, dan internet.",IPS,Punctuation Error
Alat komunikasi canggih memungkinkan seseorang berkomunikasi dengan mudah dan cepat.,Alat komunikasi canggih memungkinkan seseorang berkomunikasi dengan mudah dan cepat',IPS,Punctuation Error
Berkembangnya alat transportasi memungkinkan seseorang bepergian ke negara lain dengan mudah dan cepat.,Berkembangnya alat transportasi memungkinkan seseorang bepergian ke negara lain dengan mudah dan cepat',IPS,Punctuation Error
"Bahkan, dengan perkembangan teknologi transportasi yang canggih manusia bisa mendarat di bulan.",Bahkan@ dengan perkembangan teknologi transportasi yang canggih manusia bisa mendarat di bulan.,IPS,Punctuation Error
Banyak sekali bukti globalisasi yang bisa kita lihat secara nyata.,Banyak sekali bukti globalisasi yang bisa kita lihat secara nyata',IPS,Punctuation Error
"Di antaranya di bidang telekomunikasi, bidang ekonomi, bidang industri, dan bidang kependudukan.","Di antaranya di bidang telekomunikasi@ bidang ekonomi, bidang industri, dan bidang kependudukan.",IPS,Punctuation Error
"Saat ini, teknologi komunikasi berkembang dengan sangat pesat.",Saat ini@ teknologi komunikasi berkembang dengan sangat pesat.,IPS,Punctuation Error
Dalam kehidupan sehari-hari kita biasa menggunakan alat-alat komunikasi modern.,Dalam kehidupan sehari-hari kita biasa menggunakan alat-alat komunikasi modern?,IPS,Punctuation Error
"Di antaranya telepon, televisi, dan layanan internet.","Di antaranya telepon, televisi, dan layanan internet@",IPS,Punctuation Error
"Adanya telepon, seseorang dapat berkomunikasi dengan orang lain yang berada di daerah atau negara lain.",Adanya telepon@ seseorang dapat berkomunikasi dengan orang lain yang berada di daerah atau negara lain.,IPS,Punctuation Error
"Seseorang bisa mengetahui perkembangan informasi di tempat lain, dengan melihat berita di televisi.",Seseorang bisa mengetahui perkembangan informasi di tempat lain@ dengan melihat berita di televisi.,IPS,Punctuation Error
"Contohnya, kita dapat melihat pertandingan sepak secara langsung di televisi.",Contohnya@ kita dapat melihat pertandingan sepak secara langsung di televisi.,IPS,Punctuation Error
Di dalam layanan internet tersedia fasilitas chatting dan e-mail.,Di dalam layanan internet tersedia fasilitas chatting dan e?mail.,IPS,Punctuation Error
Fasilitas chatting membuat kita dapat berkomunikasi secara langsung.,Fasilitas chatting membuat kita dapat berkomunikasi secara langsung',IPS,Punctuation Error
"Bahkan, kita dapat melihat langsung orang yang berkomunikasi dengan kita.",Bahkan@ kita dapat melihat langsung orang yang berkomunikasi dengan kita.,IPS,Punctuation Error
Kita pun bisa mengirim surat elektronik secara cepat dengan fasilitas e-mail.,Kita pun bisa mengirim surat elektronik secara cepat dengan fasilitas e?mail.,IPS,Punctuation Error
Bukti globalisasi di bidang ekonomi adalah adanya pasar bebas.,Bukti globalisasi di bidang ekonomi adalah adanya pasar bebas',IPS,Punctuation Error
Pasar bebas disebut juga sebagai perdagangan internasional.,Pasar bebas disebut juga sebagai perdagangan internasional',IPS,Punctuation Error
"Dengan adanya perdagangan internasional, indonesia bisa menjual barang produksinya ke negara lain.",Dengan adanya perdagangan internasional@ indonesia bisa menjual barang produksinya ke negara lain.,IPS,Punctuation Error
Saat ini di sekitar kita banyak barang dari negara lain.,Saat ini di sekitar kita banyak barang dari negara lain',IPS,Punctuation Error
"Beberapa dari negara jepang, cina, dan negara lainnya.","Beberapa dari negara jepang, cina, dan negara lainnya@",IPS,Punctuation Error
"Barang-barang tersebut, antara lain kendaraan bermotor, mobil, alat-alat elektronik, makanan, minuman kaleng, dan lain-lain.","Barang-barang tersebut@ antara lain kendaraan bermotor, mobil, alat-alat elektronik, makanan, minuman kaleng, dan lain-lain.",IPS,Punctuation Error
Barang-barang tersebut dapat dijual di indonesia karena adanya perdagangan internasional.,Barang?barang tersebut dapat dijual di indonesia karena adanya perdagangan internasional.,IPS,Punctuation Error
"Bukti globalisasi di bidang ekonomi yang lain, yaitu pengusaha restoran asing yang mengembangkan usaha di indonesia.",Bukti globalisasi di bidang ekonomi yang lain@ yaitu pengusaha restoran asing yang mengembangkan usaha di indonesia.,IPS,Punctuation Error
"Restoran asing yang berkembang di indonesia, antara lain restoran cepat saji (fastfood).","Restoran asing yang berkembang di indonesia, antara lain restoran cepat saji (fastfood\.",IPS,Punctuation Error
Bukti globalisasi di bidang industri adalah banyaknya industri atau perusahaan asing yang berdiri di indonesia.,Bukti globalisasi di bidang industri adalah banyaknya industri atau perusahaan asing yang berdiri di indonesia',IPS,Punctuation Error
Contohnya industri perakitan mobil dan sepeda motor.,Contohnya industri perakitan mobil dan sepeda motor',IPS,Punctuation Error
Mobil dan sepeda motor produksi jepang tidak sepenuhnya diproduksi di jepang.,Mobil dan sepeda motor produksi jepang tidak sepenuhnya diproduksi di jepang',IPS,Punctuation Error
Ada pula yang mesinnya dibuat di jepang.,Ada pula yang mesinnya dibuat di jepang',IPS,Punctuation Error
"Akan tetapi, perakitannya dilakukan di indonesia.",Akan tetapi@ perakitannya dilakukan di indonesia.,IPS,Punctuation Error
Contoh lain yaitu produk sepatu nike.,Contoh lain yaitu produk sepatu nike',IPS,Punctuation Error
Meskipun perusahaannya berada di amerika.,Meskipun perusahaannya berada di amerika',IPS,Punctuation Error
"Akan tetapi, sepatunya diproduksi di beberapa negara.",Akan tetapi@ sepatunya diproduksi di beberapa negara.,IPS,Punctuation Error
Salah satunya diproduksi di indonesia.,Salah satunya diproduksi di indonesia',IPS,Punctuation Error
Migrasi internasional adalah bukti globalisasi di bidang kependudukan.,Migrasi internasional adalah bukti globalisasi di bidang kependudukan',IPS,Punctuation Error
Migrasi adalah perpindahan penduduk.,Migrasi adalah perpindahan penduduk',IPS,Punctuation Error
Migrasi internasional merupakan perpindahan pendudukdari negara satu ke negara lain.,Migrasi internasional merupakan perpindahan pendudukdari negara satu ke negara lain',IPS,Punctuation Error
Saat ini seseorang dapat pergi ke negara lain dengan mudah.,Saat ini seseorang dapat pergi ke negara lain dengan mudah',IPS,Punctuation Error
Tujuannya pun beragam.,Tujuannya pun beragam',IPS,Punctuation Error
Ada yang bertujuan untuk bekerja.,Ada yang bertujuan untuk bekerja',IPS,Punctuation Error
Ada yang tujuannya untuk melanjutkan sekolah.,Ada yang tujuannya untuk melanjutkan sekolah',IPS,Punctuation Error
Ada pula yang tujuannya hanya untuk berlibur.,Ada pula yang tujuannya hanya untuk berlibur',IPS,Punctuation Error
Contohnya adalah para tki yang bekerja di luar negeri.,Contohnya adalah para tki yang bekerja di luar negeri',IPS,Punctuation Error
Contoh lain turis asing yang datang ke indonesia untuk berlibur di bali.,Contoh lain turis asing yang datang ke indonesia untuk berlibur di bali',IPS,Punctuation Error
Antiglobalisasi adalah suatu istilah yang umum digunakan untuk memaparkan sikap politis orang-orang dan kelompok yang menentang perjanjian dagang global dan lembaga-lembaga yang mengatur perdagangan antarnegara seperti organisasi perdagangan dunia (wto).,Antiglobalisasi adalah suatu istilah yang umum digunakan untuk memaparkan sikap politis orang-orang dan kelompok yang menentang perjanjian dagang global dan lembaga-lembaga yang mengatur perdagangan antarnegara seperti organisasi perdagangan dunia (wto~.,IPS,Punctuation Error
"Apapun juga maksudnya, para peserta dipersatukan dalam perlawanan terhadap ekonomi dan sistem perdagangan global saat ini, yang menurut mereka mengikis lingkungan hidup, hak-hak buruh, kedaulatan nasional, dunia ketiga, dan banyak lagi penyebab-penyebab lainnya.","Apapun juga maksudnya@ para peserta dipersatukan dalam perlawanan terhadap ekonomi dan sistem perdagangan global saat ini, yang menurut mereka mengikis lingkungan hidup, hak-hak buruh, kedaulatan nasional, dunia ketiga, dan banyak lagi penyebab-penyebab lainnya.",IPS,Punctuation Error
"Namun, orang-orang yang dicap ""antiglobalisasi"" sering menolak istilah itu, dan mereka lebih suka menyebut diri mereka sebagai gerakan keadilan global.","Namun, orang-orang yang dicap ~antiglobalisasi"" sering menolak istilah itu, dan mereka lebih suka menyebut diri mereka sebagai gerakan keadilan global.",IPS,Punctuation Error
Atau gerakan dari semua gerakan atau sejumlah istilah lainnya.,Atau gerakan dari semua gerakan atau sejumlah istilah lainnya',IPS,Punctuation Error
Lengkapilah tabel berikut ini!,Lengkapilah tabel berikut ini(,IPS,Punctuation Error
Isilah dengan bukti globalisasi yang ada di sekitar tempat tinggalmu!,Isilah dengan bukti globalisasi yang ada di sekitar tempat tinggalmu(,IPS,Punctuation Error
Globalisasi berpengaruh terhadap segala aspek kehidupan masyarakat indonesia.,Globalisasi berpengaruh terhadap segala aspek kehidupan masyarakat indonesia',IPS,Punctuation Error
"Di antaranya memengaruhi bidang ekonomi, sosial, dan budaya.","Di antaranya memengaruhi bidang ekonomi, sosial, dan budaya@",IPS,Punctuation Error
Pengaruh globalisasi di bidang ekonomi ditandai dengan dibukanya pasar bebas.,Pengaruh globalisasi di bidang ekonomi ditandai dengan dibukanya pasar bebas',IPS,Punctuation Error
"Dengan demikian, tiap-tiap negara bebas memasarkan atau menjual barang produksinya ke negara lain.","Dengan demikian, tiap-tiap negara bebas memasarkan atau menjual barang produksinya ke negara lain@",IPS,Punctuation Error
"Pengaruh globalisasi di bidang sosial dan budaya adalah adanya perubahan perilaku, masyarakat dalam kehidupan sehari-hari.","Pengaruh globalisasi di bidang sosial dan budaya adalah adanya perubahan perilaku, masyarakat dalam kehidupan sehari-hari@",IPS,Punctuation Error
Dampak dari globalisasi di antaranya perubahan perilaku masyarakat dalam kehidupan sehari-hari.,Dampak dari globalisasi di antaranya perubahan perilaku masyarakat dalam kehidupan sehari?hari.,IPS,Punctuation Error
"Hal ini berupa perilaku berpakaian, gaya hidup, pola makan, berkomunikasi, dan perilaku terhadap nilai-nilai budaya bangsa.","Hal ini berupa perilaku berpakaian} gaya hidup, pola makan, berkomunikasi, dan perilaku terhadap nilai-nilai budaya bangsa.",IPS,Punctuation Error
Salah satu kebutuhan pokok manusia adalah pakaian.,Salah satu kebutuhan pokok manusia adalah pakaian',IPS,Punctuation Error
Pakaian berfungsi sebagai pelindung tubuh.,Pakaian berfungsi sebagai pelindung tubuh',IPS,Punctuation Error
Bangsa indonesia memiliki banyak sekali pakaian adat yang beragam.,Bangsa indonesia memiliki banyak sekali pakaian adat yang beragam',IPS,Punctuation Error
Pakaian adat mencerminkan budaya indonesia.,Pakaian adat mencerminkan budaya indonesia',IPS,Punctuation Error
"Namun, pakaian adat mulai ditinggalkan.",Namun@ pakaian adat mulai ditinggalkan.,IPS,Punctuation Error
Pakaian adat tidak dipakai lagi dalam kehidupan sehari-hari.,Pakaian adat tidak dipakai lagi dalam kehidupan sehari?hari.,IPS,Punctuation Error
"Saat ini, terutama anak-anak muda menyukai model pakaian yang lebih modern.","Saat ini, terutama anak-anak muda menyukai model pakaian yang lebih modern@",IPS,Punctuation Error
Mereka lebih suka memakai pakaian seperti kaus dan celana jeans.,Mereka lebih suka memakai pakaian seperti kaus dan celana jeans',IPS,Punctuation Error
Perilaku berpakaian cenderung meniru tokoh yang mereka idolakan.,Perilaku berpakaian cenderung meniru tokoh yang mereka idolakan',IPS,Punctuation Error
Sekarang ini pakaian tidak lagi berfungsi sebagai pelindung atau penutup badan.,Sekarang ini pakaian tidak lagi berfungsi sebagai pelindung atau penutup badan',IPS,Punctuation Error
Akan tetapi lebih sebagai trend atau model.,Akan tetapi lebih sebagai trend atau model',IPS,Punctuation Error
Setiap saat trend atau model pakaian berubah dengan cepat.,Setiap saat trend atau model pakaian berubah dengan cepat',IPS,Punctuation Error
Di era globalisasi gaya hidup masyarakat juga mengalami perubahan.,Di era globalisasi gaya hidup masyarakat juga mengalami perubahan',IPS,Punctuation Error
Masyarakat indonesia mulai terpengaruh gaya hidup bangsa lain.,Masyarakat indonesia mulai terpengaruh gaya hidup bangsa lain',IPS,Punctuation Error
Pengaruh negatif globalisasi terhadap gaya hidup cenderung meniru gaya hidup bangsa lain yang kurang baik.,Pengaruh negatif globalisasi terhadap gaya hidup cenderung meniru gaya hidup bangsa lain yang kurang baik',IPS,Punctuation Error
"Misalnya, gaya hidup mewah, konsumtif, boros, mementingkan diri sendiri, dan ingin berkuasa.","Misalnya} gaya hidup mewah, konsumtif, boros, mementingkan diri sendiri, dan ingin berkuasa.",IPS,Punctuation Error
"Contoh gaya hidup mewah, yaitu masyarakat lebih suka berbelanja di swalayan.",Contoh gaya hidup mewah@ yaitu masyarakat lebih suka berbelanja di swalayan.,IPS,Punctuation Error
Mereka membeli barang-barang yang belum tentu mereka butuhkan.,Mereka membeli barang?barang yang belum tentu mereka butuhkan.,IPS,Punctuation Error
Contoh lain gaya hidup yang tidak baik adalah penggunaan narkoba dan pergaulan bebas.,Contoh lain gaya hidup yang tidak baik adalah penggunaan narkoba dan pergaulan bebas',IPS,Punctuation Error
"Gaya hidup seperti pergaulan bebas, tidak mencerminkan gaya hidup bangsa indonesia.",Gaya hidup seperti pergaulan bebas@ tidak mencerminkan gaya hidup bangsa indonesia.,IPS,Punctuation Error
"Bangsa indonesia terkenal sebagai bangsa yang sederhana, sopan, saling menghormati, dan saling tolong-menolong.","Bangsa indonesia terkenal sebagai bangsa yang sederhana, sopan, saling menghormati, dan saling tolong}menolong.",IPS,Punctuation Error
Globalisasi tidak hanya berpengaruh negatif.,Globalisasi tidak hanya berpengaruh negatif',IPS,Punctuation Error
"Akan tetapi, juga berpengaruh positif terhadap gaya hidup masyarakat indonesia.",Akan tetapi@ juga berpengaruh positif terhadap gaya hidup masyarakat indonesia.,IPS,Punctuation Error
"Pengaruh positifnya, yaitu semangat kerja dan berani bersaing.",Pengaruh positifnya@ yaitu semangat kerja dan berani bersaing.,IPS,Punctuation Error
Masyarakat indonesia dalam bekerja juga lebih menghargai waktu.,Masyarakat indonesia dalam bekerja juga lebih menghargai waktu',IPS,Punctuation Error
Saat ini di indonesia sekarang banyak sekali bermunculan restoran makanan cepat saji.,Saat ini di indonesia sekarang banyak sekali bermunculan restoran makanan cepat saji',IPS,Punctuation Error
Adanya restoran makanan cepat saji berpengaruh terhadap pola makan masyarakat indonesia.,Adanya restoran makanan cepat saji berpengaruh terhadap pola makan masyarakat indonesia',IPS,Punctuation Error
Hal ini membuat masyarakat indonesia lebih suka mengonsumsi makanan cepat saji.,Hal ini membuat masyarakat indonesia lebih suka mengonsumsi makanan cepat saji',IPS,Punctuation Error
Dengan mengonsumsi makanan cepat saji seolah-olah menjadi bukti telah mengikuti perkembangan zaman.,Dengan mengonsumsi makanan cepat saji seolah?olah menjadi bukti telah mengikuti perkembangan zaman.,IPS,Punctuation Error
"Tanpa disadari, makanan cepat saji memberikan dampak buruk bagi kesehatan.",Tanpa disadari@ makanan cepat saji memberikan dampak buruk bagi kesehatan.,IPS,Punctuation Error
"Seringnya mengonsumsi makanan cepat saji dapat menimbulkan penyakit, seperti darah tinggi, jantung koroner, asam urat, kolesterol, dan maag.","Seringnya mengonsumsi makanan cepat saji dapat menimbulkan penyakit} seperti darah tinggi, jantung koroner, asam urat, kolesterol, dan maag.",IPS,Punctuation Error
"Sebaiknya, kita mengonsumsi makanan yang sehat dan bergizi tinggi.",Sebaiknya@ kita mengonsumsi makanan yang sehat dan bergizi tinggi.,IPS,Punctuation Error
Hal ini bermanfaat bagi tubuh kita tetap sehat.,Hal ini bermanfaat bagi tubuh kita tetap sehat',IPS,Punctuation Error
"Sebelum ditemukan teknologi komunikasi, masyarakat berkomunikasi secara langsung.",Sebelum ditemukan teknologi komunikasi@ masyarakat berkomunikasi secara langsung.,IPS,Punctuation Error
"Namun, setelah ditemukan teknologi komunikasi yang modern, perilaku berkomunikasi pun berubah.","Namun, setelah ditemukan teknologi komunikasi yang modern, perilaku berkomunikasi pun berubah@",IPS,Punctuation Error
"Alat komunikasi di antaranya telepon, mesin fax, televisi, dan internet.","Alat komunikasi di antaranya telepon@ mesin fax, televisi, dan internet.",IPS,Punctuation Error
"Dampak positif dari perkembangan teknologi komunikasi, yaitu hubungan komunikasi bisa lebih cepat, mudah, dan lebih praktis.","Dampak positif dari perkembangan teknologi komunikasi@ yaitu hubungan komunikasi bisa lebih cepat, mudah, dan lebih praktis.",IPS,Punctuation Error
Dampak negatif adalah memudarnya hubungan silaturahmi antara saudara yang berada di daerah lain.,Dampak negatif adalah memudarnya hubungan silaturahmi antara saudara yang berada di daerah lain',IPS,Punctuation Error
Hal ini disebabkan karena komunikasi jarak jauh dapat menggunakan telepon.,Hal ini disebabkan karena komunikasi jarak jauh dapat menggunakan telepon',IPS,Punctuation Error
Hubungan jarak jauh menggunakan telepon mengurangi pertemuan dengan teman atau saudara.,Hubungan jarak jauh menggunakan telepon mengurangi pertemuan dengan teman atau saudara',IPS,Punctuation Error
"Akibatnya, hubungan kekerabatan tidak lagi erat.",Akibatnya@ hubungan kekerabatan tidak lagi erat.,IPS,Punctuation Error
"Di era globalisasi sekarang ini, budaya-budaya asing mudah sekali masuk ke indonesia.","Di era globalisasi sekarang ini, budaya-budaya asing mudah sekali masuk ke indonesia@",IPS,Punctuation Error
Masuknya budaya asing ke indonesia memudarkan nilai-nilai budaya asli indonesia.,Masuknya budaya asing ke indonesia memudarkan nilai?nilai budaya asli indonesia.,IPS,Punctuation Error
"Masyarakat indonesia terutama generasi muda tidak lagi mengenal budaya asli daerah, seperti musik tradisional, pertunjukan daerah, dan lain-lain.","Masyarakat indonesia terutama generasi muda tidak lagi mengenal budaya asli daerah, seperti musik tradisional, pertunjukan daerah, dan lain}lain.",IPS,Punctuation Error
Mereka lebih suka musik dan film barat.,Mereka lebih suka musik dan film barat',IPS,Punctuation Error
"Mereka lebih suka melihat konser musik rock daripada melihat pertunjukan kesenian daerah, seperti wayang kulit, lenong, ketoprak, dan lain-lain.","Mereka lebih suka melihat konser musik rock daripada melihat pertunjukan kesenian daerah} seperti wayang kulit, lenong, ketoprak, dan lain-lain.",IPS,Punctuation Error
Bangsa indonesia terkenal dengan tradisi hidup bergotong royong.,Bangsa indonesia terkenal dengan tradisi hidup bergotong royong',IPS,Punctuation Error
"Namun, di masa sekarang ini gotong royong sudah jarang dilakukan oleh masyarakat indonesia, terutama di kota-kota besar.","Namun, di masa sekarang ini gotong royong sudah jarang dilakukan oleh masyarakat indonesia, terutama di kota@kota besar.",IPS,Punctuation Error
Pengaruh lain dari globalisasi terhadap tradisi bangsa indonesia pesta pernikahan dengan menggunakan tradisi barat.,Pengaruh lain dari globalisasi terhadap tradisi bangsa indonesia pesta pernikahan dengan menggunakan tradisi barat',IPS,Punctuation Error
Globalisasi telah memengaruhi segala aspek kehidupan masyarakat indonesia.,Globalisasi telah memengaruhi segala aspek kehidupan masyarakat indonesia',IPS,Punctuation Error
Bagaimana cara menyikapi pengaruh globalisasi terhadap kehidupan kita?,Bagaimana cara menyikapi pengaruh globalisasi terhadap kehidupan kita',IPS,Punctuation Error
Globalisasi memberikan pengaruh yang positif dan negatif.,Globalisasi memberikan pengaruh yang positif dan negatif',IPS,Punctuation Error
"Oleh karena itu, kita harus dapat menyeleksi antara pengaruh positif dengan pengaruh negatif.",Oleh karena itu@ kita harus dapat menyeleksi antara pengaruh positif dengan pengaruh negatif.,IPS,Punctuation Error
"Pengaruh yang positif kita tiru dan kita manfaatkan sebagai dasar pembangunan bangsa indonesia menjadi lebih baik, sedangkan pengaruh yang negatif kita hindari dan kita tolak.",Pengaruh yang positif kita tiru dan kita manfaatkan sebagai dasar pembangunan bangsa indonesia menjadi lebih baik@ sedangkan pengaruh yang negatif kita hindari dan kita tolak.,IPS,Punctuation Error
Pengaruh positif globalisasi yang patut kita contoh adalah budaya kerja keras bangsa lain.,Pengaruh positif globalisasi yang patut kita contoh adalah budaya kerja keras bangsa lain',IPS,Punctuation Error
"Adapun pengaruh negatif yang perlu kita tolak, antara lain pergaulan bebas, gaya hidup mewah, konsumtif, penggunan narkoba, dan lain-lain.","Adapun pengaruh negatif yang perlu kita tolak, antara lain pergaulan bebas, gaya hidup mewah, konsumtif, penggunan narkoba, dan lain-lain@",IPS,Punctuation Error
Kita juga harus bisa menyeleksi budaya-budaya asing yang masuk ke indonesia.,Kita juga harus bisa menyeleksi budaya?budaya asing yang masuk ke indonesia.,IPS,Punctuation Error
Tidak semua budaya bangsa lain sesuai dengan budaya bangsa kita.,Tidak semua budaya bangsa lain sesuai dengan budaya bangsa kita',IPS,Punctuation Error
Musik dan film barat yang tidak sesuai dengan budaya bangsa indonesia harus kita cegah dan kita tolak.,Musik dan film barat yang tidak sesuai dengan budaya bangsa indonesia harus kita cegah dan kita tolak',IPS,Punctuation Error
Bangsa indonesia mempunyai banyak sekali budaya yang mengandung nilai-nilai luhur.,Bangsa indonesia mempunyai banyak sekali budaya yang mengandung nilai?nilai luhur.,IPS,Punctuation Error
"Oleh karena itu, kita harus memelihara budaya bangsa indonesia supaya tidak hilang tergeser oleh budaya asing.",Oleh karena itu@ kita harus memelihara budaya bangsa indonesia supaya tidak hilang tergeser oleh budaya asing.,IPS,Punctuation Error
"Perkembangan teknologi komunikasi menjadikan hubungan komunikasi lebih cepat, mudah, dan praktis.","Perkembangan teknologi komunikasi menjadikan hubungan komunikasi lebih cepat, mudah, dan praktis@",IPS,Punctuation Error
Kita harus memanfaatkan teknologi komunikasi dengan sebaik-baiknya dan tidak menggunakannya untuk hal-hal yang tidak baik atau tindakan kejahatan.,Kita harus memanfaatkan teknologi komunikasi dengan sebaik-baiknya dan tidak menggunakannya untuk hal-hal yang tidak baik atau tindakan kejahatan?,IPS,Punctuation Error
Perkembangan teknologi komunikasi dan informasi harus kita gunakan untuk pembangunan bangsa agar tidak tertinggal oleh bangsa lain.,Perkembangan teknologi komunikasi dan informasi harus kita gunakan untuk pembangunan bangsa agar tidak tertinggal oleh bangsa lain',IPS,Punctuation Error
"Jadi, globalisasi memberikan dampak positif dan negatif bagi kehidupan manusia.",Jadi@ globalisasi memberikan dampak positif dan negatif bagi kehidupan manusia.,IPS,Punctuation Error
"Oleh karena itu, sebagai generasi muda kita harus waspada terhadap pengaruh globalisasi yang tidak baik.",Oleh karena itu@ sebagai generasi muda kita harus waspada terhadap pengaruh globalisasi yang tidak baik.,IPS,Punctuation Error
Masalah kebudayaan adalah masalah yang berkaitan dengan kehidupan sosial masyarakat.,Masalah kebudayaan adalah masalah yang berkaitan dengan kehidupan sosial masyarakat',IPS,Punctuation Error
Oleh karena budaya tumbuh dan berkembang dalam masyarakat.,Oleh karena budaya tumbuh dan berkembang dalam masyarakat',IPS,Punctuation Error
"Dengan kata lain, kebudayaan merupakan ciri khas sebuah komunitas masyarakat yang berkembang.",Dengan kata lain@ kebudayaan merupakan ciri khas sebuah komunitas masyarakat yang berkembang.,IPS,Punctuation Error
"Seperti yang diungkapkan sucipto (1998), pada hakikatnya pembangunan manusia indonesia adalah juga pembangunan yang memiliki ketahanan sosial budaya, sehingga pembangunan yang kita lakukan seharusnya memperhatikan kondisi kebudayaan yang ada.","Seperti yang diungkapkan sucipto (1998)= pada hakikatnya pembangunan manusia indonesia adalah juga pembangunan yang memiliki ketahanan sosial budaya, sehingga pembangunan yang kita lakukan seharusnya memperhatikan kondisi kebudayaan yang ada.",IPS,Punctuation Error
Perhatikan masyarakat di sekitar tempat tinggalmu!,Perhatikan masyarakat di sekitar tempat tinggalmu(,IPS,Punctuation Error
Apakah di era globalisasi ini perilaku mereka mengalami perubahan?,Apakah di era globalisasi ini perilaku mereka mengalami perubahan',IPS,Punctuation Error
Berikan tanggapanmu dengan memberikan tanda centang (v) pada kolom berikut.,Berikan tanggapanmu dengan memberikan tanda centang (v) pada kolom berikut[,IPS,Punctuation Error
Diskusikan bersama kelompokmu mengenai dampak positif globalisasi yang perlu ditiru dan dampak negatif globalisasi yang perlu ditolak!,Diskusikan bersama kelompokmu mengenai dampak positif globalisasi yang perlu ditiru dan dampak negatif globalisasi yang perlu ditolak(,IPS,Punctuation Error
Tuliskan ke dalam tabel!,Tuliskan ke dalam tabel(,IPS,Punctuation Error
"Di dalam era globalisasi, bangsa indonesia turut mengambil peranan.",Di dalam era globalisasi@ bangsa indonesia turut mengambil peranan.,IPS,Punctuation Error
Bangsa indonesia diharapkan mampu bersaing dengan bangsa-bangsa lain di era global.,Bangsa indonesia diharapkan mampu bersaing dengan bangsa?bangsa lain di era global.,IPS,Punctuation Error
Peranan indonesia di era globalisasi adalah menjalin hubungan kerja sama dengan negara-negara lain.,Peranan indonesia di era globalisasi adalah menjalin hubungan kerja sama dengan negara?negara lain.,IPS,Punctuation Error
"Di antaranya bidang ekonomi, pendidikan dan kebudayaan, tenaga kerja, keamanan, pariwisata, dan transportasi.","Di antaranya bidang ekonomi} pendidikan dan kebudayaan, tenaga kerja, keamanan, pariwisata, dan transportasi.",IPS,Punctuation Error
