kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Gempa tersebut menghancurkan bangunan dan ribuan rumah penduduk.,Gempa tersebut menghancurkan bangunan dan ribuan arumh penduduk.,IPS,Transposition Error
Bencana alam ini terjadi pada tanggal 27 mei 2006.,Bencana alam ini terjadi pada tanggal 72 mei 2006.,IPS,Transposition Error
Gempa tersebut mengakibatkan rumah penduduk yogyakarta hancurdan rata dengan tanah.,Gempa tersebut mengakibatkan rumah penduduk yogyakarta hanucrdan rata dengan tanah.,IPS,Transposition Error
"Selain itu, ribuan penduduk meninggal akibat tertimpa reruntuhan bangunan.","Selain itu, ribuan penduduk meninggal akibat ertitmpa reruntuhan bangunan.",IPS,Transposition Error
Sepanjang tahun 2006 beberapa daerah di indonesia diguncang gempa bumi.,Sepanjang tahun 2006 beberapa daerah di indnoesia diguncang gempa bumi.,IPS,Transposition Error
Berikut ini tabel peristiwa gempa bumi yang terjadi di indonesia sepanjang tahun 2006.,Berikut ini tabel peristiwa gempa bumi gyan terjadi di indonesia sepanjang tahun 2006.,IPS,Transposition Error
Carilah berita di surat kabar mengenai gempa bumi yang terjadi di indonesia!,Carilah berita di surat kabar mengenai pgema bumi yang terjadi di indonesia!,IPS,Transposition Error
"Tulislah daerah yang terjadi gempa, tanggal terjadinya, kekuatan gempa, dan kerugian yang diakibatkan gempa tersebut!","Tulislah daerah yang terjadi gempa, tanggal teradinjya, kekuatan gempa, dan kerugian yang diakibatkan gempa tersebut!",IPS,Transposition Error
Bacakan hasilnya di depan kelas.,Bacakan hasilnya di denpa kelas.,IPS,Transposition Error
"Pada tanggal 26 desember 2004, terjadi gempa bumi dahsyat di samudra hindia, lepas pantai barat aceh.","Pada tanggal 26 desember 2004, terjadi pgema bumi dahsyat di samudra hindia, lepas pantai barat aceh.",IPS,Transposition Error
Gempa terjadi pada waktu 7:58:53 wib.,Gempa terjadi pada waktu 7:58:35 wib.,IPS,Transposition Error
"Pusat gempa terletak pada bujur 3,298° lu dan 95,779° bt kurang lebih 160 km sebelah barat aceh sedalam 10 kilometer.","Pusat gempa terletak pada bujur 3,298° lu adn 95,779° bt kurang lebih 160 km sebelah barat aceh sedalam 10 kilometer.",IPS,Transposition Error
"Gempa ini berkekuatan 9,3 skala richter dan menimbulkan tsunami.","Gempa ini berkekuatan 9,3 skala ricther dan menimbulkan tsunami.",IPS,Transposition Error
Gempa bumi ini terdahsyat dalam kurun waktu 40 tahun terakhir yang menghantam asia tenggara dan asia selatan.,Gempa bumi ini terdahsyat dalam kurun twaku 40 tahun terakhir yang menghantam asia tenggara dan asia selatan.,IPS,Transposition Error
"Dampak gempa ini dirasakan tidak hanya di indonesia saja, namun juga terdampak pada negara-negara yang lain.","Dampak gempa ini idrasakan tidak hanya di indonesia saja, namun juga terdampak pada negara-negara yang lain.",IPS,Transposition Error
Di sri lanka sebanyak 45.000 korban jiwa jatuh dan lebih dari 1 juta jiwa penduduk negara ini terkena dampak gempa secara langsung.,Di sri lanka sebanyak 45.000 korabn jiwa jatuh dan lebih dari 1 juta jiwa penduduk negara ini terkena dampak gempa secara langsung.,IPS,Transposition Error
"Di india, termasuk kepulauan andaman dan nicobar diperkirakan menelan lebih dari 12.000 korban jiwa.","Di india, termasuk kepulauan andaman dan nicboar diperkirakan menelan lebih dari 12.000 korban jiwa.",IPS,Transposition Error
Di bangladesh ada 2 korban jiwa.,Id bangladesh ada 2 korban jiwa.,IPS,Transposition Error
"Di thailand banyak pula wisatawan asing terkena bencana, terutama di daerah phuket di mana diperkirakan ada sekitar 4.500 korban jiwa.","Di thailand banyak pula wisatawan asing terekna bencana, terutama di daerah phuket di mana diperkirakan ada sekitar 4.500 korban jiwa.",IPS,Transposition Error
Di maladewa dilaporkan ada 53 korban jiwa.,Di maladewa dilaporkan ada 53 korban ajiw.,IPS,Transposition Error
Malaysia melaporkan 66 korban jiwa.,Malaysia melaporkan 66 koarbn jiwa.,IPS,Transposition Error
"Bahkan di somalia, di benua afrika ribuan kilometer dari indonesia, dilaporkan jatuh lebih dari 100 korban jiwa.","Bahkan di somalia, di benua afrika ribaun kilometer dari indonesia, dilaporkan jatuh lebih dari 100 korban jiwa.",IPS,Transposition Error
Sebagian besar atau mungkin hampir semua dari mereka adalah para nelayan.,Sebagian besar atau mungkin hampir semua idar mereka adalah para nelayan.,IPS,Transposition Error
Tsunami berarti gelombang atau ombak besar.,Tsunami berarti gelombang taau ombak besar.,IPS,Transposition Error
Tsunami disebabkan karena gempa bumi di dasar laut.,Tsunami disebabkan karena gempa bumi di adsar laut.,IPS,Transposition Error
Pergeseran lempengan bumi di dasar laut menyebabkan terjadinya gelombang besardi permukaan laut.,Pergeseran lempengan bumi di dasar laut menebabykan terjadinya gelombang besardi permukaan laut.,IPS,Transposition Error
"Selain disebabkan oleh gempa bumi, tsunami juga disebabkan letusan gunung berapi.","Selain disebabkan oleh gempa bumi, tsunami ajug disebabkan letusan gunung berapi.",IPS,Transposition Error
Contohnya pada tahun 1883 di indonesia terjadi gelombang tsunami setinggi 42 meter.,Contohnya pada tahun 1883 di indonesia terajdi gelombang tsunami setinggi 42 meter.,IPS,Transposition Error
Gelombang tsunami tersebut disebabkan oleh letusan gunung krakatau.,Gelombang tsunami tersebut disebabkan oleh letusan gnunug krakatau.,IPS,Transposition Error
Gunung krakatau terletak di selat sunda.,Ggunun krakatau terletak di selat sunda.,IPS,Transposition Error
Peristiwa tsunami yang disebabkan oleh gempa bumi contohnya adalah gelombang tsunami yang melanda provinsi nanggroe aceh darussalam pada tanggal 26 desember 2004.,Peristiwa tsunami yang disebabkan oleh gempa ibum contohnya adalah gelombang tsunami yang melanda provinsi nanggroe aceh darussalam pada tanggal 26 desember 2004.,IPS,Transposition Error
"Akibatnya, ribuan bangunan dan rumah penduduk di nanggro aceh darussalam hancur.","Akibatnya, ribuan bangunan dan rumah penduduk id nanggro aceh darussalam hancur.",IPS,Transposition Error
Ratusan ribu penduduk aceh meninggal dan banyak yang hilang akibat terseret gelombang tsunami.,Ratusan ribu penduduk aceh meninggal dan banayk yang hilang akibat terseret gelombang tsunami.,IPS,Transposition Error
Gelombang tsunami di aceh diakibatkan oleh gempa bumi yang berpusat di samudra hindia.,Gelombang tsunami di aceh diakibatkan oleh pgema bumi yang berpusat di samudra hindia.,IPS,Transposition Error
"Peristiwa ini tidak hanya terjadi di aceh, tetapi juga di thailand, sri langka, dan india.","Peristiwa ini tidak hanya terjadi di hace, tetapi juga di thailand, sri langka, dan india.",IPS,Transposition Error
"Selain aceh, wilayah indonesia yang pernah dilanda tsunami adalah pulau nias pada tanggal 28 maret 2005, serta di cilacap.","Selain aceh, wilayah indonesia yang pernah dilnada tsunami adalah pulau nias pada tanggal 28 maret 2005, serta di cilacap.",IPS,Transposition Error
Carilah berita di surat kabar mengenai bencana tsunami yang terjadi di indonesia!,Carilah berita di surat kabar mengenai benacna tsunami yang terjadi di indonesia!,IPS,Transposition Error
"Berdasarkan berita tersebut buatlah sebuah karangan yang berisi tentang tanggal terjadinya tsunami, daerah yang dilanda tsunami, dan kerugian akibat tsunami!","Berdasarkan berita tersebut buatlah sebuah karangan gyan berisi tentang tanggal terjadinya tsunami, daerah yang dilanda tsunami, dan kerugian akibat tsunami!",IPS,Transposition Error
"Salah satu kenampakan alam di asia tenggara, yaitu aliran sungai-sungai besar.","Salah satu kenampakan alam di asia tenggara, yaitu nalira sungai-sungai besar.",IPS,Transposition Error
"Di antaranya sungai mekhong di vietnam, laos, dan kamboja, sungai chao phraya di thailand, sungai kapuas, sungai musi, sungai ciliwung, dan sungai bengawan solo di indonesia.","Di antaranya sungai mekhong di vietnam, slao, dan kamboja, sungai chao phraya di thailand, sungai kapuas, sungai musi, sungai ciliwung, dan sungai bengawan solo di indonesia.",IPS,Transposition Error
"Oleh karena itu, negara-negara tersebut rawan akan bencana banjir.","Oleh karena itu, negara-negara tersebut rawan naka bencana banjir.",IPS,Transposition Error
Sungai mekhong merupakan salah satu sungai yang sering meluap.,Sungai mekhong merupakan salah satu sungai gyan sering meluap.,IPS,Transposition Error
Meluapnya air sungai itu menyebabkan banjir di vietnam.,Meluapnya air sungai itu menyebabkan banjir id vietnam.,IPS,Transposition Error
"Setiap musim penghujan, beberapa daerah di indonesia pasti dilanda banjir.","Setiap musim penghujan, beberapa daerah di indnoesia pasti dilanda banjir.",IPS,Transposition Error
Salah satu daerah yang sering dilanda banjiradalah provinsi dki jakarta.,Salah satu daerah yang sering dilanda baniradalajh provinsi dki jakarta.,IPS,Transposition Error
Banjir menimbulkan kerugian bagi masyarakat yang menjadi korban.,Banjir menimbulkan kerugian bagi masyarakat yang menajdi korban.,IPS,Transposition Error
"Kerugian akibat banjir, antara lain harta benda hanyut terseret arus banjir, persediaan air bersih berkurang, timbul penyakit kulit akibat air yang kotor, jalanan macet akibat terendam banjir.","Kerugian akibat banjir, antara lain harta dbena hanyut terseret arus banjir, persediaan air bersih berkurang, timbul penyakit kulit akibat air yang kotor, jalanan macet akibat terendam banjir.",IPS,Transposition Error
"Setelah air surut, lingkungan akan menjadi kotor.","Setelah air surut, lingkungan akan menjadi oktor.",IPS,Transposition Error
Oleh karena banjir membawa sampah.,Oleh karena banjir meambwa sampah.,IPS,Transposition Error
"Akibatnya, wabah penyakit seperti demam berdarah dan diare mudah menyerang warga.","Akibatnya, wabah penyakit seperti demam berdarah dan diare udmah menyerang warga.",IPS,Transposition Error
"Banjir bisa disebabkan karena faktor alam, bisa juga disebabkan oleh perilaku manusia.","Banjir abis disebabkan karena faktor alam, bisa juga disebabkan oleh perilaku manusia.",IPS,Transposition Error
"Faktor alam yang menyebabkan banjir, yaitu curah hujan yang sangat tinggi.","Faktor alam yang menyebabkan banjir, yaitu acurh hujan yang sangat tinggi.",IPS,Transposition Error
Hal itu menyebabkan sungai tidak mampu menampung air hujan.,Hal itu menyebabkan sungai tidak mampu menmapung air hujan.,IPS,Transposition Error
"Akibatnya, air sungai meluap dan terjadi banjir.","Akibatnya, air sungai meluap dan terjadi banijr.",IPS,Transposition Error
Banjir yang terjadi di indonesia sebagian besar disebabkan oleh perilaku manusia.,Banjir yang terjadi di indonesia sebagian abesr disebabkan oleh perilaku manusia.,IPS,Transposition Error
"Perilaku manusia yang dapat menyebabkan banjir, yaitu membuang sampah di sungai.","Perilaku manusia yang dapat menyebabkan banjir, tyaiu membuang sampah di sungai.",IPS,Transposition Error
"Selain itu, menebang hutan secara liar menyebabkan hilangnya serapan air.","Selain itu, menebang hutan secara liar menebabykan hilangnya serapan air.",IPS,Transposition Error
Bentuklah kelompok yang beranggotakan 3-5 orang!,Bentuklah kelompok yang beraggotaknan 3-5 orang!,IPS,Transposition Error
Bersama kelompokmu diskusikan mengenai hal-hal berikut ini!,Mbersaa kelompokmu diskusikan mengenai hal-hal berikut ini!,IPS,Transposition Error
Mengapa membuang sampah dan menebang hutan dapat menyebabkan banjir!,Mengapa membuang sampah dan menebang hutan adpat menyebabkan banjir!,IPS,Transposition Error
Bagaimana upaya kalian untuk mencegah terjadinya banjir?,Bagaimana upaya kalian untuk mencegah terjadinya banijr?,IPS,Transposition Error
"Setelah selesai, bacakan hasil diskusi kalian di depan kelas!","Setelah selesai, bacakan hasil idskusi kalian di depan kelas!",IPS,Transposition Error
"Setiap musim kemarau, hutan di indonesia sering terbakar.","Setiap musim kemarau, hutan di indonesia sernig terbakar.",IPS,Transposition Error
Kebakaran hutan sering terjadi di pulau kalimantan dan sumatra.,Kebakaran hutan sering terjadi di pulau kalmantian dan sumatra.,IPS,Transposition Error
Kebakaran hutan bisa disebabkan oleh faktor alam dan bisa juga karena perilaku manusia.,Kebakaran hutan bisa disebabkan oleh faktor mala dan bisa juga karena perilaku manusia.,IPS,Transposition Error
Faktor alam yang menyebabkan kebakaran hutan adalah cuaca yang panas.,Faktor alam yang menyebabkan kebakaran hutan adaalh cuaca yang panas.,IPS,Transposition Error
Pada saat musim kemarau cuaca sangat panas.,Pada saat musim kemarau cuaca sangat apnas.,IPS,Transposition Error
"Dengan demikian, daun-daun yang kering mudah terbakar.","Dengan demikian, daun-daun yang kering mudah terabkar.",IPS,Transposition Error
"Perilaku manusia yang menyebabkan kebakaran hutan, di antaranya sengaja membakar hutan untuk membuka lahan pertanian.","Perilaku manusia yang menyebabkan kebakaran hutan, id antaranya sengaja membakar hutan untuk membuka lahan pertanian.",IPS,Transposition Error
"Bencana-bencana besar, seperti banjir, tanah lognsor, kebakaran hutan, dan kekeringan banyak disebabkan oleh salah kelola lingkungan hidup.","Bencana-bencana besar, seperti banjir, tanah lognsor, kebkaaran hutan, dan kekeringan banyak disebabkan oleh salah kelola lingkungan hidup.",IPS,Transposition Error
Daerah yang rawan terjadi tanah longsor adalah daerah pegunungan.,Daerah yang rawan terjadi tanah longsor adaalh daerah pegunungan.,IPS,Transposition Error
Tanah longsor sering terjadi pada saat musim hujan.,Tanah longsor sering terjadi pada saat imusm hujan.,IPS,Transposition Error
Hujan yang lebat dapat menyebabkan kekuatan tanah di lereng pegunungan lemah.,Hujan yang lebat dapat menyebabkan kekuatan atnah di lereng pegunungan lemah.,IPS,Transposition Error
"Dengan demikian, sering terjadi longsor.","Dengan demikian, sering tearjdi longsor.",IPS,Transposition Error
Tanah longsor bisa juga disebabkan karena gempa bumi.,Tanah longsor bisa juga disebabkan karena pgema bumi.,IPS,Transposition Error
Kekuatan gempa yang cukup besar dapat menyebabkan tanah di lereng pegunungan longsor.,Kekuatan gempa yang cukup besar dapat menebabykan tanah di lereng pegunungan longsor.,IPS,Transposition Error
"Selain disebabkan oleh faktor alam, terjadinya tanah longsor juga disebabkan karena perilaku manusia menebang pohon di lereng pegunungan secara liar.","Selain disebabkan oleh faktor alam, terjadinya atnah longsor juga disebabkan karena perilaku manusia menebang pohon di lereng pegunungan secara liar.",IPS,Transposition Error
"Oleh karena hutan di lereng pegunungan gundul, maka kekuatan tanahnya menjadi lemah.","Oleh karena hutan di lereng pegunungan gunudl, maka kekuatan tanahnya menjadi lemah.",IPS,Transposition Error
Pada saat hujan lebat dapat terjadi longsor.,Pada saat hujan lebat dapat terjadi lonsgor.,IPS,Transposition Error
Penambangan pasir dan batu di lereng pegunungan secara berlebihan dapat menyebabkan longsor.,Penambangan pasir dan batu di lereng pegnunguan secara berlebihan dapat menyebabkan longsor.,IPS,Transposition Error
Carilah berita di surat kabar mengenai bencana tanah longsor yang terjadi di indonesia!,Carilah berita di surat kabar mengenai benacna tanah longsor yang terjadi di indonesia!,IPS,Transposition Error
"Tulislah daerah terjadinya bencana, kerugian danjumlah korban, serta penyebab terjadinya tanah longsor!","Tulislah daerah terjadinya bencana, kerugian danjumlah korabn, serta penyebab terjadinya tanah longsor!",IPS,Transposition Error
"Gejala alam semburan lumpur panas terjadi di daerah porong, sidoarjo, jawa timur.","Gejala alam semburan lumpur panas terjaid di daerah porong, sidoarjo, jawa timur.",IPS,Transposition Error
Semburan lumpur panas tersebut merupakan akibat dari pengeboran eksplorasi.,Semburan lumpur panas tersebut merupakan akibat idar pengeboran eksplorasi.,IPS,Transposition Error
"Akibat dari semburan lumpur panas tersebut beberapa desa di sekitar pusat semburan terendam lumpur panas, sehingga penduduknya terpaksa mengungsi.","Akibat dari semburan lumpur panas tersebut bbereapa desa di sekitar pusat semburan terendam lumpur panas, sehingga penduduknya terpaksa mengungsi.",IPS,Transposition Error
Lumpur panas merendam lahan pertanian penduduk dan jalan tol porong.,Lumpur panas merendam lahan pertanian penduduk dan jalan otl porong.,IPS,Transposition Error
"Akibatnya, arus lalu lintas dari pasuruan ke surabaya atau sebaliknya terputus.","Akibatnya, arus lalu lintas dari pasuruan ek surabaya atau sebaliknya terputus.",IPS,Transposition Error
Luapan lumpur panas bahkan menimbulkan korban jiwa dari petugas pengendali luapan lumpur.,Luapan lumpur panas bahkan menimbulkan korban ajiw dari petugas pengendali luapan lumpur.,IPS,Transposition Error
Gejala alam badai dikenal juga dengan angin topan.,Gejala alam badai dikenal juga dengan iangn topan.,IPS,Transposition Error
Badai bisa terjadi di daratan maupun di lautan.,Badai bisa terjaid di daratan maupun di lautan.,IPS,Transposition Error
Badai yang terjadi di laut sangat berbahaya bagi para nelayan dan kapal laut.,Badai yang terjadi di laut sangat erbabhaya bagi para nelayan dan kapal laut.,IPS,Transposition Error
Angin topan yang terjadi di daratan mengakibatkan rumah dan bangunan roboh.,Angin topan yang terjadi di daratan menakibatkgan rumah dan bangunan roboh.,IPS,Transposition Error
Pohon-pohon roboh menimpa rumah dan menghalangi jalan.,Pohon-pohon roboh menimpa rumah dan menghalangi ajlan.,IPS,Transposition Error
"Salah satu contoh peristiwa angin topan yang terjadi di indonesia, yaitu angin topan yang melanda desa kandangan, purwodadi, kabupaten grobogan, jawa tengah pada tanggal 21 november 2004.","Salah satu contoh peristiwa angin topan gyan terjadi di indonesia, yaitu angin topan yang melanda desa kandangan, purwodadi, kabupaten grobogan, jawa tengah pada tanggal 21 november 2004.",IPS,Transposition Error
"Akibatnya, banyak rumah penduduk dan pohon yang roboh karena tersapu oleh angin.","Akibatnya, banyak rumah penduduk dan pohon gyan roboh karena tersapu oleh angin.",IPS,Transposition Error
"Pada tahun 2006, badai monika kategori lima menerjang kota pelabuhan darwin, australia.","Pada tahun 2006, badai monika kategori alim menerjang kota pelabuhan darwin, australia.",IPS,Transposition Error
Kekuatan maksimumnya 350 kilometer per jam.,Kekuatan maksimumnya 350 kiloemter per jam.,IPS,Transposition Error
"Sebelumnya, dengan kekuatan yang lebih hebat terjangan angin ribut tersebut merusak jaringan listrik dan menghancurkan sejumlah rumah penduduk aborigin di maningrida, australia utara.","Sebelumnya, dengan kekuatan yang lebih hebat terajngan angin ribut tersebut merusak jaringan listrik dan menghancurkan sejumlah rumah penduduk aborigin di maningrida, australia utara.",IPS,Transposition Error
"Pengamat cuaca mengingatkan badai monika akan bergerak menuju kimberley, australia utara dengan kekuatan yang semakin besar.","Pengamat cuaca mengingatkan badai monika akan beregrak menuju kimberley, australia utara dengan kekuatan yang semakin besar.",IPS,Transposition Error
Badai monika akan bergerak dari selatan menuju kawasan terpencil sungai adelaide dan menjauh dari darwin.,Badai monika akan bergerak dari selatan menjuu kawasan terpencil sungai adelaide dan menjauh dari darwin.,IPS,Transposition Error
Badai monika menerjang setelah badai larry menerjang sebulan silam dengan kecepatan 100 kilometer per jam di selatan cairn.,Badai monika mnerejang setelah badai larry menerjang sebulan silam dengan kecepatan 100 kilometer per jam di selatan cairn.,IPS,Transposition Error
Carilah berita di surat kabar mengenai bencana alam yang terjadi di indonesia?,Carilah berita di surat kabar mengenai benacna alam yang terjadi di indonesia?,IPS,Transposition Error
"Selanjutnya, buatlah menjadi sebuah kliping!","Selanjutnya, buatlah menjadi seabuh kliping!",IPS,Transposition Error
Tuliskan juga di klipingmu mengenai cara-cara menghadapi bencana alam tersebut!,Tuliskan juga di klipingmu mengenai cara-cara menhadagpi bencana alam tersebut!,IPS,Transposition Error
Terjadinya bencana alam berhubungan erat dengan kenampakan alam.,Terjadinya bencana alam berhubungan erat dengan kenmpakaan alam.,IPS,Transposition Error
Bencana alam terjadi karena kekuatan alam.,Bencana alam terjadi kanrea kekuatan alam.,IPS,Transposition Error
Seringkali bencana alam tidak bisa diprediksi manusia.,Seringkali bencana alam tidak bisa diprediksi mansuia.,IPS,Transposition Error
"Artinya, bencana alam bisa terjadi setiap saat dan manusia tidak bisa mencegahnya.","Artinya, bencana alam bisa terjadi setiap tsaa dan manusia tidak bisa mencegahnya.",IPS,Transposition Error
Manusia hanya bisa mengantisipasi bencana alam tersebut.,Manusia hanya bisa mengantisipasi bencana alam teresbut.,IPS,Transposition Error
"Selain itu, harus tahu bagaimana menghadapi bencana alam.","Selain itu, harus tahu bagaimana menghadapi benacna alam.",IPS,Transposition Error
Berikut ini cara menghadapi beberapa bencana alam yang terjadi di sekitar kita.,Berikut ini cara menghadapi beberapa bencana mala yang terjadi di sekitar kita.,IPS,Transposition Error
Di setiap gunung berapi terdapat pos pemantauan.,Di setiap gunung berapi terdapat pos pemntauaan.,IPS,Transposition Error
Petugas pemantauan akan selalu memantau aktivitas gunung berapi.,Petugas pemantauan akan selalu memantau aktivitas gnunug berapi.,IPS,Transposition Error
Petugas akan menyampaikan perkembangan aktivitas gunung kepada masyarakat.,Petugas akan menyampaikan perkembangan aktivitas gunung kepdaa masyarakat.,IPS,Transposition Error
"Caranya dengan menetapkan status gunung dalam kondisi waspada, siaga, dan bahaya.","Caranya dengan menetapkan status gunung dalam konidsi waspada, siaga, dan bahaya.",IPS,Transposition Error
Apabila gunung dalam status siaga biasanya petugas akan memerintahkan masyarakat sekitar untuk waspada.,Apabila gunung dalam status siaga biasanya petguas akan memerintahkan masyarakat sekitar untuk waspada.,IPS,Transposition Error
"Saat gunung sudah berada dalam status bahaya, petugas akan segera mengevakuasi masyarakat ke tempat yang lebih aman.","Saat gunung sudah berada dalam status bhayaa, petugas akan segera mengevakuasi masyarakat ke tempat yang lebih aman.",IPS,Transposition Error
Demi keselamatan sebaiknya kita mematuhi perintah petugas.,Demi keselamatan sebaiknya kita mematuhi perintah petguas.,IPS,Transposition Error
Gunung yang akan meletus biasanya memberikan tanda-tanda.,Gunung yang akan meletus biasanya memberikan tana-tadnda.,IPS,Transposition Error
"Oleh karena itu, kita harus mengetahui tanda-tanda alam bahwa gunung akan meletus.","Oleh karena itu, kita harus mengetahui tana-tadnda alam bahwa gunung akan meletus.",IPS,Transposition Error
"Tanda-tanda gunung akan meletus, antara lain binatang yang hidup di sekitar puncak akan turun ke daerah yang lebih rendah, sumber mata air mulai mengering, dan udara di sekitar gunung terasa panas.","Tanda-tanda gunung akan meletus, antara lain bintaang yang hidup di sekitar puncak akan turun ke daerah yang lebih rendah, sumber mata air mulai mengering, dan udara di sekitar gunung terasa panas.",IPS,Transposition Error
Semuanya itu disebabkan karena meningkatnya suhu udara di dalam gunung.,Semuanya itu disebabkan karena meningkatnya suhu rudaa di dalam gunung.,IPS,Transposition Error
Apabila terjadi tanda-tanda alam seperti di atas kita harus waspada.,Apabila terjadi tanda-tanda alam seperti di sata kita harus waspada.,IPS,Transposition Error
"Demi keselamatan, sebaiknya segera mengungsi ke daerah yang aman.","Demi keselamatan, sebaiknya segera mengungsi ke daearh yang aman.",IPS,Transposition Error
Gempa bumi merupakan bencana alam yang tidak bisa diperkirakan waktu terjadinya.,Gempa bumi merupakan bencana alam yang atidk bisa diperkirakan waktu terjadinya.,IPS,Transposition Error
Kita hanya bisa berusaha menyelamatkan diri saat terjadi gempa bumi.,Kita hanya bisa berusaha menyelamatkan diri tsaa terjadi gempa bumi.,IPS,Transposition Error
Beberapa hal yang dapat kita lakukan agar selamat dari gempa bumi adalah sebagai berikut.,Beberapa hal yang dapat kita lakukan raga selamat dari gempa bumi adalah sebagai berikut.,IPS,Transposition Error
"Saat terjadi gempa, jangan panik.","Saat terjadi gempa, jnagan panik.",IPS,Transposition Error
Apabila berada di dalam rumah jangan terburu-buru untuk keluar rumah.,Apabila berada di dalam rumah jangan teruru-burbu untuk keluar rumah.,IPS,Transposition Error
Berlindunglah di bawah meja yang kuat.,Berlindunglah di bawah ejma yang kuat.,IPS,Transposition Error
"Setelah gempa mulai reda, segeralah keluar dari rumah.","Setelah gempa mulai reda, segeralah keluar idar rumah.",IPS,Transposition Error
Carilah tempat yang terbuka seperti lapangan.,Carilah tempat yang teurbka seperti lapangan.,IPS,Transposition Error
Hal itu untuk mengantisipasi gempa susulan.,Hal itu untuk mengantiipsasi gempa susulan.,IPS,Transposition Error
Apabila sedang naik kendaraan kurangi kecepatan dan berhentilah di tempat terbuka.,Apabila sedang naik kendaraan kurangi kecepatan dan berhentilah id tempat terbuka.,IPS,Transposition Error
Segeralah keluar dari mobil.,Segeralah keluar idar mobil.,IPS,Transposition Error
"Jangan berhenti di atas jembatan, di sekitar pom bensin, dan di dekat papan reklame.","Jangan berhenti di atas jembatan, di sektiar pom bensin, dan di dekat papan reklame.",IPS,Transposition Error
Kemungkinan besar bangunan tersebut akan roboh.,Kemungkinan besar bangunan trsebuet akan roboh.,IPS,Transposition Error
"Apabila berada di luar rumah, segeralah berlari menuju tempat terbuka.","Apabila berada di luar rumah, segeralah beralri menuju tempat terbuka.",IPS,Transposition Error
"Jangan berdiri di dekat papan reklame, tiang listrik, dan bangunan-bangunan yang tinggi.","Jangan berdiri di dekat papan reklame, ntiag listrik, dan bangunan-bangunan yang tinggi.",IPS,Transposition Error
Gempa yang titik pusatnya di tengah laut dapat menyebabkan gelombang tsunami.,Gempa yang titik pusatnya di tengah tlau dapat menyebabkan gelombang tsunami.,IPS,Transposition Error
"Salah satu tanda terjadinya gelombang tsunami, yaitu setelah gempa, air laut akan surut.","Salah satu tanda terjadinya gelombang tsunami, tyaiu setelah gempa, air laut akan surut.",IPS,Transposition Error
Apabila kamu melihat peristiwa itu setelah gempa segera tinggalkan daerah pantai.,Apabila kamu melihat peristiwa itu setelah pgema segera tinggalkan daerah pantai.,IPS,Transposition Error
Oleh karena kemungkinan besar akan terjadi tsunami.,Oleh karena kemungkinan besar akan terjadi tsuanmi.,IPS,Transposition Error
Pergilah menuju ke tempat yang lebih tinggi.,Pergihla menuju ke tempat yang lebih tinggi.,IPS,Transposition Error
Sebagai contoh daerah perbukitan.,Sebagai contoh daearh perbukitan.,IPS,Transposition Error
"Untuk mengantisipasi bencana tsunami, pemerintah mengadakan simulasi atau latihan menghadapi tsunami.","Untuk mengantisipasi bencana tsunami, pemerintah mengadakan simluasi atau latihan menghadapi tsunami.",IPS,Transposition Error
Pemerintah juga memasang peralatan khusus untuk mendeteksi tsunami.,Pemerintah juga memasang peralatan khusus untuk menetekdsi tsunami.,IPS,Transposition Error
"Setiap musim penghujan, banjir melanda beberapa wilayah di indonesia.","Setiap musim penghujan, banjir melanda beberapa wilyaah di indonesia.",IPS,Transposition Error
Banjir disebabkan oleh air sungai yang meluap.,Banjir disebabkan oleh air sungai yang melaup.,IPS,Transposition Error
Banjir yang terjadi di indonesia disebabkan oleh penebangan pohon secara liar.,Banjir yang terjadi di indonesia disebabkan hole penebangan pohon secara liar.,IPS,Transposition Error
"Di samping itu, karena perilaku membuang sampah sembarangan.","Di samping itu, karena perilaku membuang samaph sembarangan.",IPS,Transposition Error
Membuang sampah di sungai dapat menyebabkan banjir.,Membuang sampah di sungai dapat menyebabkan banijr.,IPS,Transposition Error
Oleh karena tumpukan sampah akan menghambat aliran sungai.,Oleh karena tumpukan sampah akan menghambat aliarn sungai.,IPS,Transposition Error
"Akibatnya, saat hujan air di sungai tidak dapat mengalir dengan lancar.","Akibatnya, saat hujan air di sungai atidk dapat mengalir dengan lancar.",IPS,Transposition Error
Air sungai akhirnya meluap dan terjadi banjir.,Air sungai akhirnya meluap dan terjadi banijr.,IPS,Transposition Error
Hutan berfungsi sebagai daerah resapan air.,Hutan berfungsi sebagai dearah resapan air.,IPS,Transposition Error
"Apabila pohon-pohon ditebang secara liar, hutan akan menjadi gundul.","Apabila pohon-pohon ditebang secara liar, hutan naka menjadi gundul.",IPS,Transposition Error
"Dengan demikian, hutan tidak bisa berfungsi sebagai daerah resapan air.","Dengan demikian, hutan tidak bisa berfungsi sebgaai daerah resapan air.",IPS,Transposition Error
"Akibatnya, saat musim penghujan air langsung mengalir ke daerah yang lebih rendah.","Akibatnya, saat musim penghujan air langsung menaglir ke daerah yang lebih rendah.",IPS,Transposition Error
Oleh karenanya terjadilah banjir.,Oleh karenanya teradiljah banjir.,IPS,Transposition Error
"Jadi, bencana banjirsebenarnya bisa dicegah dan ditanggulangi.","Jadi, bencana banjirsebenarnya bisa dicegah dan ditnggulanagi.",IPS,Transposition Error
Tidak membuang sampah di sungai.,Idtak membuang sampah di sungai.,IPS,Transposition Error
