kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Bagaimana usaha perseroan memperoleh modal?,Bagaimana usaha perseroan memperoleho modal?,IPS,Insertion Error
Apakah yang dimaksud dengan koperasi?,Apakah yang dimaksud deongan koperasi?,IPS,Insertion Error
Sebutkan tiga jenis koperasi dan kegiatan usahanya!,Sebutkan tiga jenis koperasi dan kegiatan usahanyta!,IPS,Insertion Error
Manusia selalu berusaha untuk memenuhi segala kebutuhan barang dan jasa.,Manusia selalu berusaha untuk memenuhi segala kebutuhtan barang dan jasa.,IPS,Insertion Error
"Untuk memenuhi kebutuhan barang dan jasa, kegiatan ekonomi harus terus dilakukan.","Untuk memenuhi kebutuhan barang dan jasa, kegiatatn ekonomi harus terus dilakukan.",IPS,Insertion Error
Kegiatan ekonomi di bidang jasa umumnya dapat langsung dipenuhi melalui pelayanan jasa.,Kegiatan ekonomi di bidang jasa umumnya dapatt langsung dipenuhi melalui pelayanan jasa.,IPS,Insertion Error
"Namun, tidak demikian dalam penyediaan barang.","Namun, tidak demikian daolam penyediaan barang.",IPS,Insertion Error
Barang perlu dibuat oleh produsen (pabrik).,Barang perlu dibuat oloeh produsen (pabrik).,IPS,Insertion Error
Kemudian diangkut ke tempat penjualan (distribusi) sampai kepada pemakai atau konsumen.,Kemudian diangkut ke tempat penjualan (distribusi) samptai kepada pemakai atau konsumen.,IPS,Insertion Error
Kegiatan produksi merupakan kegiatan penghasil barang atau meningkatkan manfaatnya untuk memenuhi kebutuhan.,Kegiatan produksi merupakan kegiatan penghasil barang ataut meningkatkan manfaatnya untuk memenuhi kebutuhan.,IPS,Insertion Error
"Contohnya, tukang kayu membuat perabot rumah tangga dan perajin tanah liat membuat batu bata.","Contohnya, tukang kayu membuat perabot rumah tangtga dan perajin tanah liat membuat batu bata.",IPS,Insertion Error
"Pabrik plastik membuat ember, pabrik ban membuat ban, dan pabrik kendaraan membuat mobil.","Pabrik plastik membtuat ember, pabrik ban membuat ban, dan pabrik kendaraan membuat mobil.",IPS,Insertion Error
Orang yang melakukan kegiatan produksi barang disebut produsen.,Orang yang melakukan kegiatan produksi barang disetbut produsen.,IPS,Insertion Error
Kegiatan produksi ada beberapa macam sebagai berikut.,Kegiatan produksi ada beberapa macam sebagai beritkut.,IPS,Insertion Error
"Contohnya, kegiatan pertanian untuk menghasilkan padi, teh, kopi, karet, dan tanaman hortikultura.","Contohnya, kegiatan pertanian untuk menghasilkan padi, tteh, kopi, karet, dan tanaman hortikultura.",IPS,Insertion Error
Barang dari produsen belum dapat dimanfaatkan jika belum sampai kepada konsumen.,Barang dari produsen belum dapat dimanfaatkan jikat belum sampai kepada konsumen.,IPS,Insertion Error
"Agar barang-barang sampai kepada konsumen, barang-barang harus didistribusikan.","Agar barang-barang sampai kepada konsumen, barang-barang haruts didistribusikan.",IPS,Insertion Error
Kegiatan distribusi adalah kegiatan untuk menyalurkan barang dan jasa dari produsen kepada konsumen.,Kegiatan distribusi adalah kegiatan untuk menyalurkan baratng dan jasa dari produsen kepada konsumen.,IPS,Insertion Error
Orang atau lembaga yang menyalurkan barang atau jasa dari produsen kepada konsumen disebut distributor.,Orang ataut lembaga yang menyalurkan barang atau jasa dari produsen kepada konsumen disebut distributor.,IPS,Insertion Error
"Kegiatan distribusi dilakukan oleh agen, pedagang besar (grosir), pedagang menengah, pedagang eceran, penyalur-penyalur khusus dan koperasi.","Kegiatan distribusi dilakukan oleh agen, pedagang besatr (grosir), pedagang menengah, pedagang eceran, penyalur-penyalur khusus dan koperasi.",IPS,Insertion Error
Kegiatan konsumsi adalah kegiatan manusia untuk menggunakan barang atau jasa untuk memenuhi kebutuhannya.,Kegiatan konsumsi adalah kegiatan manusia untuk menggunakatn barang atau jasa untuk memenuhi kebutuhannya.,IPS,Insertion Error
Tindakan manusia dalam menggunakan barang dinamakan tindakan konsumsi.,Tindakan manusia dalam menggunakan barang dinamakan tindakatn konsumsi.,IPS,Insertion Error
"Tindakan konsumsi sebaiknya dilakukan berdasarkan prinsip ekonomi, yaitu mendahulukan kebutuhan yang benar-benar penting.","Tindakan konsumsi sebaiknya dilakukan berdasarkan prinsip ekontomi, yaitu mendahulukan kebutuhan yang benar-benar penting.",IPS,Insertion Error
Usaha memenuhi kebutuhan pada tiap keluarga berbeda-beda.,Usaha memenuhi kebutuhan pada tiap keluarga berbeda-bedat.,IPS,Insertion Error
"Hal ini bergantung pada penghasilan, jumlah anggota keluarga, gaya hidup, serta lingkungan tempat tinggal.","Hal ini bergantung pada penghasilan, jumlah anggtota keluarga, gaya hidup, serta lingkungan tempat tinggal.",IPS,Insertion Error
Pernahkah kamu berkunjung atau melihat tempat pembuatan barang?,Pernahkah kamu berkunjung atau melihat tempat pembuattan barang?,IPS,Insertion Error
Untuk menghasilkan sebuah barang ada beberapa proses produksi yang dilakukan.,Untuk menghasilkan sebuah barang ada beberapa prostes produksi yang dilakukan.,IPS,Insertion Error
"Misalnya, untuk membuat mebel memerlukan bahan berupa kayu.","Misalnya, untuk membuat mebel memerlukan bahan berutpa kayu.",IPS,Insertion Error
Kayu berasal dari pohon-pohon di hutan.,Kayu berasal dari pohon-pohoon di hutan.,IPS,Insertion Error
"Untuk membuat mebel, kayu harus diolah melalui beberapa proses produksi.","Untuk membuat mebel, kayu harus diolah melatlui beberapa proses produksi.",IPS,Insertion Error
"Kayu harus digergaji, diserut, dan dibentuk menjadi mebel.","Kayu harus digergaji, diserut, dan dibentuk menjtadi mebel.",IPS,Insertion Error
Selanjutnya dihaluskan dan dicat atau dipelitur sehingga menjadi mebel yang siap pakai.,Selanjutnya dihaluskan dan dicat atau dipelitur sehinggta menjadi mebel yang siap pakai.,IPS,Insertion Error
"Untuk mengamati proses produksi, lakukanlah kunjungan ke salah satu produsen yang ada di daerahmu!","Untuk mengamati proses produksi, lakukanlah kunjungan tke salah satu produsen yang ada di daerahmu!",IPS,Insertion Error
"Misalnya ke pabrik tahu, tempe, atau pembuatan genteng.","Misalnya ke pabrik tahu, tempe, atau pembuattan genteng.",IPS,Insertion Error
Buatlah laporan hasil kunjungannya!,Buatlah laporan hasitl kunjungannya!,IPS,Insertion Error
Kegiatan ekonomi dilakukan dalam berbagai jenis usaha.,Kegiatan ekonomi dilakukan dalam berbagai jenis usahta.,IPS,Insertion Error
"Jenis-jenis usaha dalam masyarakat, antara lain pertanian, peternakan, industri, perdagangan, dan jasa.","Jenis-jenis usaha dalam masyarakat, antara lain pertanitan, peternakan, industri, perdagangan, dan jasa.",IPS,Insertion Error
Usaha kelompok adalah usaha gabungan antara beberapa orang untuk mencari laba.,Usaha kelompok adalah usaha gabungan antara beberapta orang untuk mencari laba.,IPS,Insertion Error
"Bentuk-bentuk usaha kelompok antara lain persekutuan firma, persekutuan komanditer (cv), perseroan terbatas (pt) dan koperasi.","Bentuk-bentuk usaha kelompok antara lain persekutuan firmta, persekutuan komanditer (cv), perseroan terbatas (pt) dan koperasi.",IPS,Insertion Error
Kegiatan produksi adalah kegiatan menghasilkan barang atau meningkatkan manfaatnya untuk memenuhi kebutuhan.,Kegiatan produksi adalah kegiatan menghasilkan barang ataut meningkatkan manfaatnya untuk memenuhi kebutuhan.,IPS,Insertion Error
Kegiatan distribusi adalah kegiatan menyalurkan barang dan jasa dari produsen kepada konsumen.,Kegiatan distribusi adalah kegiatan menyalurkan barang tdan jasa dari produsen kepada konsumen.,IPS,Insertion Error
Kegiatan konsumsi adalah kegiatan manusia untuk menggunakan barang atau jasa untuk memenuhi kebutuhan.,Kegiatan konsumsi adalah kegiatan manusia untuk menggunakatn barang atau jasa untuk memenuhi kebutuhan.,IPS,Insertion Error
Apakah yang dimaksud perseroan terbatas (pt)?,Apakah yang dimaksud perserooan terbatas (pt)?,IPS,Insertion Error
Mengapa kita perlu menghargai kegiatan orang lain dalam berusaha?,Mengapa kita perlu menghargai kegiatan orang laint dalam berusaha?,IPS,Insertion Error
Apakah yang dimaksud dengan kegiatan ekonomi?,Apakah yang dimaksud deongan kegiatan ekonomi?,IPS,Insertion Error
Sebutkan jenis-jenis kegiatan produksi!,Sebutkan jenis-jenis kegiatatn produksi!,IPS,Insertion Error
Apakah yang dimaksud usaha di bidang jasa?,Apakah yang dimaksud usaha di bidang jasat?,IPS,Insertion Error
Mengapa kita harus bersahabat dengan semua suku bangsa?,Mengapa kita harus bersahabat dengan semua sukut bangsa?,IPS,Insertion Error
Sebutkan 10 suku bangsa di indonesia beserta asal daerahnya!,Sebutkan 10 suku bangsa di indonesia besetrta asal daerahnya!,IPS,Insertion Error
Mengapa daerah dekat industri mengalami pencemaran?,Mengapa daerah dekat industroi mengalami pencemaran?,IPS,Insertion Error
Sebutkan tiga nama selat di pulau jawa!,Sebutkan tiga nama selat di pulau jawat!,IPS,Insertion Error
Apa yang menyebabkan keanekaragaman budaya di indonesia?,Apa yang menyebabkan keanekaragaman budaya di indonestia?,IPS,Insertion Error
Sebutkan empat macam bentuk usaha kelompok!,Sebutkan empat macam beontuk usaha kelompok!,IPS,Insertion Error
Sebutkan pembagian daerah waktu di indonesia!,Sebutkan pembagian daerah waoktu di indonesia!,IPS,Insertion Error
Apa kegunaan garis bujur?,Apa kegunaan garits bujur?,IPS,Insertion Error
Sebutkan bentuk-bentuk kenampakan alam di indonesia!,Sebutkan bentuk-bentuk kenampakan aloam di indonesia!,IPS,Insertion Error
Bangsa indonesia adalah bangsa yang besar.,Bangsa indonesia adalah baongsa yang besar.,IPS,Insertion Error
"Penduduknya banyak, dan wilayahnya luas.","Penduduknya banyak, dan wilayahnyao luas.",IPS,Insertion Error
Suku bangsanya pun dikenal pemberani.,Suku bangsanya pun diokenal pemberani.,IPS,Insertion Error
"Namun, mengapa bangsa indonesia dahulu dijajah oleh bangsa asing?","Namun, mengapa bangsa indonesia dahulu dijajah oleht bangsa asing?",IPS,Insertion Error
"Akibatnya, wilayah nusantara berada dalam cengkraman bangsa lain, seperti portugis, belanda, dan jepang.","Akibatnya, wilayah nusantara berada dalam cengkraman bangtsa lain, seperti portugis, belanda, dan jepang.",IPS,Insertion Error
"Penjajahan di indonesia berawal dari kedatangan bangsa-bangsa eropa, seperti portugis dan spanyol.","Penjajahan di indonesia berawal dari kedatangan bangsa-bangsta eropa, seperti portugis dan spanyol.",IPS,Insertion Error
"Mereka semula datang untuk berdagang, terutama rempah-rempah.","Mereka semula datang untuk berdagang, terutama rempah-rempath.",IPS,Insertion Error
"Melihat keberhasilan portugis dan spanyol, belanda dan inggris menyusul datang ke indonesia.","Melihat keberhasilan portugis tdan spanyol, belanda dan inggris menyusul datang ke indonesia.",IPS,Insertion Error
"Setelah sampai di indonesia, mereka bersaing untuk memperoleh rempah-rempah sebanyak-banyaknya.","Setelah sampai di indonesia, mereka bersaing untutk memperoleh rempah-rempah sebanyak-banyaknya.",IPS,Insertion Error
Hal ini terutama dilakukan bangsa belanda dengan menerapkan sistem monopoli.,Hal ini terutama dilakukan bangsa belanda dengtan menerapkan sistem monopoli.,IPS,Insertion Error
Belanda berusaha memeras kekayaan bangsa indonesia dan timbullah penjajahan.,Belanda berusaha memeras kekayaan bangsa indonesia tdan timbullah penjajahan.,IPS,Insertion Error
Belanda datang ke indonesia pada 1596.,Belanda datang ke indonesoia pada 1596.,IPS,Insertion Error
Kapal mereka mendarat di banten.,Kapal mereka mendarat dio banten.,IPS,Insertion Error
Mereka datang di bawah pimpinan cornelis de houtman.,Mereka datang di bawah pimpinan cornelis tde houtman.,IPS,Insertion Error
Keberhasilan rombongan belanda pertama disusul oleh rombongan berikutnya.,Keberhasilan rombongtan belanda pertama disusul oleh rombongan berikutnya.,IPS,Insertion Error
"Akhirnya, orang belanda berlomba-lomba memasuki indonesia.","Akhirnya, orang belanda berlomba-loomba memasuki indonesia.",IPS,Insertion Error
Tujuan belanda datang ke indonesia untuk menguasai perdagangan rempah-rempah.,Tujuan belanda datang ke indonesia untuk menguastai perdagangan rempah-rempah.,IPS,Insertion Error
"Untuk memperkuat kedudukannya, pada 1602 belanda mendirikan kongsi dagang yang disebut voc (vereenigde oost indische compagnie) di batavia.","Untuk memperkuat kedudukannya, pada 1602 belanda mendirikant kongsi dagang yang disebut voc (vereenigde oost indische compagnie) di batavia.",IPS,Insertion Error
Gubernur jenderal voc yang pertama adalah pieter both.,Gubernur jenderal voc yang pertama adalah pietter both.,IPS,Insertion Error
Kemudian diganti jan pieterszoon coen.,Kemudian diganti jan pieterszooon coen.,IPS,Insertion Error
"Di bawah kepemimpinan jp coen, voc mengalami kemajuan pesat.","Di bawah kepemimpinan jp coen, voc mengalatmi kemajuan pesat.",IPS,Insertion Error
Batavia kemudian dijadikan pusat pemerintahan dan kegiatan voc.,Batavia kemudian dijadikan pusat pemerintahan dan kegiatatn voc.,IPS,Insertion Error
"Setelah perdagangannya maju, voc mulai melakukan penjajahan.","Setelah perdagangannya maju, voc mulai melakukan penjajahant.",IPS,Insertion Error
Mereka memecah belah kekuatan rakyat dengan mengadu domba.,Mereka memecah belah kekuatan rakyat dengan mengtadu domba.,IPS,Insertion Error
"Siasat ini disebut ""devide et impera"".","Siasat ini disebut ""deovide et impera"".",IPS,Insertion Error
Tindakan sewenang-wenang voc ini membuat marah bangsa indonesia.,Tindakan sewenang-wenang voc ini membuat marah bangtsa indonesia.,IPS,Insertion Error
Perlawanan terhadap belanda pun di mulai.,Perlawanan terhadap belanda puon di mulai.,IPS,Insertion Error
Contohnya perlawanan dari rakyat kerajaan mataram dan banten.,Contohnya perlawanan dari rakyat kerajaan mataram tdan banten.,IPS,Insertion Error
Perlawanan ini semakin meningkat setelah voc berusaha memaksakan monopolinya di daerah pesisir utara jawa.,Perlawanan ini semakin meningkat setelah voc berusahta memaksakan monopolinya di daerah pesisir utara jawa.,IPS,Insertion Error
"Pada 1628 dan 1629, mataram menyerang voc secara besar-besaran di batavia.","Pada 1628 dan 1629, mataram menyerang tvoc secara besar-besaran di batavia.",IPS,Insertion Error
Sultan agung mengirimkan ribuan prajurit untuk menggempur batavia.,Sultan agung mengirimkan ribuan prajurit untuk menggempurt batavia.,IPS,Insertion Error
Perlawanan ini dilakukan dari darat dan laut.,Perlawanan ini dilakukan dari darat dan lautt.,IPS,Insertion Error
"Namun, kedua penyerangan itu belum berhasil merebut batavia.","Namun, kedua penyerangan itu belum berhasil meretbut batavia.",IPS,Insertion Error
Sultan ageng tirtayasa pun mengadakan perlawanan untuk mengusir voc dari banten.,Sultan ageng tirtayasa pun mengadakan perlawanan untutk mengusir voc dari banten.,IPS,Insertion Error
"Akan tetapi, perlawanan tersebut ditentang oleh putranya sendiri, yaitu sultan haji.","Akan tetapi, perlawanan tersebut ditentang oleh putranyta sendiri, yaitu sultan haji.",IPS,Insertion Error
Pertentangan ini dimanfaatkan voc untuk menjalankan politik adu domba.,Pertentangan ini dimanfaatkan voc untuk menjalankan polittik adu domba.,IPS,Insertion Error
Belanda membantu sultan haji untuk menggempur sultan ageng tirtayasa.,Belanda membantu sulttan haji untuk menggempur sultan ageng tirtayasa.,IPS,Insertion Error
Dalam pertempuran tersebut sultan ageng tirtayasa berhasil dikalahkan.,Dalam pertempuran tersebut sultan ageng tirtayasa berhasitl dikalahkan.,IPS,Insertion Error
Ia ditangkap pada 1683.,Ia ditangkap padat 1683.,IPS,Insertion Error
Perlawanan terhadap voc juga terjadi di daerah lain.,Perlawanan terhadap voc juga terjadi di daertah lain.,IPS,Insertion Error
"Contohnya, perlawanan sultan hasanuddin di sulawesi selatan, dan perlawanan untung surapati pasuruan jawa timur.","Contohnya, perlawanan sultan hasanuddin di sulawesi selattan, dan perlawanan untung surapati pasuruan jawa timur.",IPS,Insertion Error
"Akan tetapi, semua perlawanan itu dapat dikalahkan.","Akan tetapi, semua perlawanan itu dapat dikalahkant.",IPS,Insertion Error
Hal ini disebabkan perlawanan itu hanya bersifat kedaerahan.,Hal ini disebabkan perlawanan itu hanya bersifatt kedaerahan.,IPS,Insertion Error
"Menjelang abad ke-18, keadaan keuangan voc semakin memburuk.","Menjelang abad ke-18, keadaan keuangan voc sematkin memburuk.",IPS,Insertion Error
Akhirnya mereka mengalami kebangkrutan.,Akhirnya mereka mengalatmi kebangkrutan.,IPS,Insertion Error
Pada 31 desember 1799 pemerintah belanda memutuskan untuk mengambil alih kekuasaan di indonesia.,Pada 31 desember 1799 pemerintah belanda memutuskant untuk mengambil alih kekuasaan di indonesia.,IPS,Insertion Error
"Pada 1806, napoleon bonaparte (kaisar perancis) berhasil menaklukkan belanda.","Pada 1806, napoleon bonaparte (kaisar perancis) berhasitl menaklukkan belanda.",IPS,Insertion Error
Napoleon kemudian mengubah bentuk negara belanda dari republik menjadi kerajaan.,Napoleon kemudian mengubah bentuk negara belanda darit republik menjadi kerajaan.,IPS,Insertion Error
Napoleon mengutus herman willem daendels sebagai gubernur jenderal ke indonesia.,Napoleon mengutus herman willem daendels sebagai gubernutr jenderal ke indonesia.,IPS,Insertion Error
Tujuannya untuk mengadakan persiapan-persiapan menghadapi serangan inggris.,Tujuannya untuk mengadakan persiapan-persiapan menghadapi serangan inggtris.,IPS,Insertion Error
"Pada saat voc dibubarkan, belanda sedang bermusuhan dengan inggris.","Pada saat voc dibubarkan, belanda sedang bermusuhant dengan inggris.",IPS,Insertion Error
"Untuk mempertahankan kekuasaan belanda di pulau jawa, gubernur jenderal daendels memerintahkan pembuatan jalan raya.","Untuk mempertahankan kekuasaan belanda di pulau jawat, gubernur jenderal daendels memerintahkan pembuatan jalan raya.",IPS,Insertion Error
Jalan raya ini dibuat dari anyer (banten) sampai panarukan (jawa timur).,Jalan raya ini dibuat dari anyer (bantten) sampai panarukan (jawa timur).,IPS,Insertion Error
Daendels memaksa rakyat mengerjakan pembuatan jalan tersebut tanpa upah.,Daendels memaksa rakyat mengerjakan pembuatan jalan tersebutt tanpa upah.,IPS,Insertion Error
Ratusan ribu orang dipaksa bekerja agar pembuatan jalan cepat selesai.,Ratusan ribu orang dipaksa bekerja agar pembuattan jalan cepat selesai.,IPS,Insertion Error
"Selain itu, dibangun juga benteng-benteng pertahanan dan pangkalan laut.","Selain itu, dibangun juga benteng-benteng pertahanan tdan pangkalan laut.",IPS,Insertion Error
"Banyak rakyat indonesia yang meninggal karena kelaparan, sakit, kecelakaan, dan disiksa.","Banyak rakyat indonesia yang meninggal karena kelapartan, sakit, kecelakaan, dan disiksa.",IPS,Insertion Error
Kekejaman gubernur jenderal daendels terhadap rakyat indonesia diketahui oleh napoleon.,Kekejaman gubernur jenderal daendels terhadap rakyat indonestia diketahui oleh napoleon.,IPS,Insertion Error
"Pada 1811, daendels dipanggil ke belanda.","Pada 1811, daendels dipanggoil ke belanda.",IPS,Insertion Error
Ia digantikan oleh gubernur jendral jansens.,Ia digantikan oleh gubernuor jendral jansens.,IPS,Insertion Error
"Akan tetapi, jansens kurang cakap dalam melaksanakan tugasnya.","Akan tetapi, jansens kurang cakap dalam melaksanakant tugasnya.",IPS,Insertion Error
"Pada 1811 inggris berhasil mengalahkan belanda di daerah tuntang dekat salatiga, jawa tengah.","Pada 1811 inggris berhasil mengalahkan belanda tdi daerah tuntang dekat salatiga, jawa tengah.",IPS,Insertion Error
Sejak itulah kedudukan belanda di indonesia digantikan oleh inggris.,Sejak itulah kedudukan belanda di indonesia digantikant oleh inggris.,IPS,Insertion Error
Pemerintah inggris mengangkat thomas stamford raffles menjadi gubernur jenderal.,Pemerintah inggris mengangkat thomas stamford raffles menjtadi gubernur jenderal.,IPS,Insertion Error
Ia bertugas sejak 1811 sampai dengan 1816.,Ia bertugas sejak 1811 sampai dengan 1816t.,IPS,Insertion Error
"Dalam melaksanakan tugasnya raffles, ia melakukan politik adu domba antarsesama raja di pulau jawa.","Dalam melaksanakan tugasnya raffles, ia melakukan polittik adu domba antarsesama raja di pulau jawa.",IPS,Insertion Error
Ia pun melakukan kerja paksa penanaman kopi di daerah priangan untuk keperluan pemerintah inggris.,Ia pun melakukan kerja paksa penanaman kopit di daerah priangan untuk keperluan pemerintah inggris.,IPS,Insertion Error
Tanah-tanah dikuasai pemerintah sehingga rakyat yang menggunanakan tanah harus membayar pajak.,Tanah-tanah dikuasai pemerintah sehingga rakyat yang menggunanakatn tanah harus membayar pajak.,IPS,Insertion Error
Belanda datang lagi ke indonesia dengan menunjuk van der capellen sebagai gubernur jenderal.,Belanda datang lagi ke indonesia dengan menunjutk van der capellen sebagai gubernur jenderal.,IPS,Insertion Error
"Pada 1830, van der capellen digantikan oleh van den bosch.","Pada 1830, van der capellen digantikan oleht van den bosch.",IPS,Insertion Error
Ia diberi tugas untuk mengisi keuangan belanda yang kosong.,Ia diberi tugas untuk mengisi keuangan belatnda yang kosong.,IPS,Insertion Error
Untuk memenuhi tugasnya van den bosch memberlakukan sistem tanam paksa atau cultuur stelsel.,Untuk memenuhi tugasnya van den bosch memberlakukatn sistem tanam paksa atau cultuur stelsel.,IPS,Insertion Error
Tujuannya untuk mengambil pajak atas tanah dengan cara menyetor hasil bumi.,Tujuannya untuk mengambil pajak atas tanah dengtan cara menyetor hasil bumi.,IPS,Insertion Error
Dalam melaksanakan tugasnya belanda membuat peraturan-peraturan pokok tanam paksa sebagai berikut.,Dalam melaksanakan tugasnya belanda membuat peraturan-peraturan pokotk tanam paksa sebagai berikut.,IPS,Insertion Error
"Rakyat harus menanami 1/5 dari tanah yang dimilikinya dengan tanaman ekspor seperti kopi, tebu, teh, dan tembakau.","Rakyat harus menanami 1/5 dari tanath yang dimilikinya dengan tanaman ekspor seperti kopi, tebu, teh, dan tembakau.",IPS,Insertion Error
Hasil tanaman harus dijual kepada pemerintah dengan harga yang telah ditetapkan pemerintah.,Hasil tanaman harus dijual kepada pemerintah dengtan harga yang telah ditetapkan pemerintah.,IPS,Insertion Error
Tanah yang ditanami tanaman ekspor tersebut bebas dari pajak tanah.,Tanah yang ditanami tanaman ekspor tersebut bebats dari pajak tanah.,IPS,Insertion Error
Kaum petani tidak boleh disuruh bekerja lebih keras daripada bekerja untuk tanaman padinya.,Kaum petani tidak boleh disuruh bekerja lebith keras daripada bekerja untuk tanaman padinya.,IPS,Insertion Error
Rakyat yang tidak memiliki tanah dikenakan kerja rodi selama 65 hari setiap tahun di tanah milik pemerintah.,Rakyat yang tidak memiliki tanah dikenakan kerjta rodi selama 65 hari setiap tahun di tanah milik pemerintah.,IPS,Insertion Error
"Kerusakan tanaman menjadi tanggungan pemerintah, apabila kerusakan itu bukan karena kesalahan rakyat.","Kerusakan tanaman menjadi tanggungan pemerintah, apabila kerusaktan itu bukan karena kesalahan rakyat.",IPS,Insertion Error
Dengan adanya peraturan tersebut sistem tanam paksa sangat merugikan penduduk indonesia.,Dengan adanya peraturan tersebut sistem tanam paksta sangat merugikan penduduk indonesia.,IPS,Insertion Error
Pihak belanda bertindak sewenang-wenang dalam mengeruk hasil bumi.,Pihak belanda bertindak sewenang-wenang dalam mengeruk hasitl bumi.,IPS,Insertion Error
Bahkan dalam pelaksanaannya lebih berat dari peraturan yang telah dibuat.,Bahkan dalam pelaksanaannya lebih berat dari peraturtan yang telah dibuat.,IPS,Insertion Error
"Rakyat harus menanami 1/4, 1/3, atau setengah dari tanah yang dimilik untuk ditanami tanaman tertentu.","Rakyat harus menanami 1/4, 1/t3, atau setengah dari tanah yang dimilik untuk ditanami tanaman tertentu.",IPS,Insertion Error
Hasilnya harus disetorkan kepada belanda.,Hasilnya harus disetorkan keopada belanda.,IPS,Insertion Error
"Selain itu, tanah-tanah tersebut tetap dikenakan pajak.","Selain itu, tanah-tanah tersebut tetap dikenakan pajatk.",IPS,Insertion Error
"Akibatnya, rakyat indonesia kekurangan pangan dan banyak yang mati kelaparan.","Akibatnya, rakyat indonesia kekurangan pangan dan banytak yang mati kelaparan.",IPS,Insertion Error
"Sebaliknya, tanam paksa ini menguntungkan belanda.","Sebaliknya, tanam paksa inoi menguntungkan belanda.",IPS,Insertion Error
Hasil tanam paksa diangkut seluruhnya ke belanda.,Hasil tanam paksa diangkut seluruhnya ke belatnda.,IPS,Insertion Error
"Kas negara belanda yang tadinya kosong, kini terisi kembali.","Kas negara belanda yang tadinya kosong, kinit terisi kembali.",IPS,Insertion Error
"Bahkan, uang tersebut digunakan untuk membangun negeri belanda.","Bahkan, uang tersebut digunakan untuk membangun negetri belanda.",IPS,Insertion Error
Tindakan belanda yang sewenang-wenang terhadap rakyat menimbulkan perlawanan di berbagai daerah.,Tindakan belanda yang sewenang-wenang terhadap rakyat menimbulkatn perlawanan di berbagai daerah.,IPS,Insertion Error
Beberapa tokoh yang terkenal keberaniannya sebagai berikut.,Beberapa tokoh yang terkenal keberaniannya sebagai beritkut.,IPS,Insertion Error
Maluku merupakan kepulauan yang banyak menghasilkan rempah-rempah.,Maluku merupakan kepulauan yang banyak menghasilkan rempah-rempath.,IPS,Insertion Error
"Oleh karena itu, belanda sudah lama ingin menguasai daerah tersebut.","Oleh karena itu, belanda sudah lama ingitn menguasai daerah tersebut.",IPS,Insertion Error
Tindakan belanda di maluku sangat sewenang-wenang.,Tindakan belanda di maoluku sangat sewenang-wenang.,IPS,Insertion Error
Mereka sering bertindak kasar dan melakukan pemaksaan dalam penjualan.,Mereka sering bertindak kasar dan melakukan pemaksatan dalam penjualan.,IPS,Insertion Error
Belanda juga mengatur harga dengan kemauannya sendiri.,Belanda juga mengatur harga dengan kemauannya sendtiri.,IPS,Insertion Error
"Untuk memperkuat kedudukannya di maluku, belanda mendirikan benteng duurstede.","Untuk memperkuat kedudukannya di maluku, belanda mendirikant benteng duurstede.",IPS,Insertion Error
"Melihat penderitaan rakyat maluku, pattimura atau thomas matulessi, menjadi tergugah hatinya.","Melihat penderitaan rakyat maluku, pattimura atau thomtas matulessi, menjadi tergugah hatinya.",IPS,Insertion Error
Ia adalah orang maluku asli yang menjadi tentara belanda.,Ia adalah orang maluku asli yang menjtadi tentara belanda.,IPS,Insertion Error
Ia kemudian menghimpun kekuatan untuk melawan belanda.,Ia kemudian menghimpun kekuatan untuk melawan belatnda.,IPS,Insertion Error
Pada 1817 pattimura bersama dengan rakyat menyerang benteng duurstede.,Pada 1817 pattimura bersama dengan rakyat menyeratng benteng duurstede.,IPS,Insertion Error
Semua teman beserta keluarganya terbunuh.,Semua teman beserta keluarganyoa terbunuh.,IPS,Insertion Error
Pertempuran akhirnya meluas ke berbagai daerah.,Pertempuran akhirnya meluas keo berbagai daerah.,IPS,Insertion Error
Dalam pertempuran itu rakyat maluku berhasil menewaskan mayor beeces.,Dalam pertempuran itu rakyat maluku berhasil menewaskant mayor beeces.,IPS,Insertion Error
Ia adalah pimpinan pasukan belanda.,Ia adalah pimpinan paosukan belanda.,IPS,Insertion Error
Belanda kemudian mencari bantuan ke ambon dan batavia sehingga kekuatan menjadi tidak seimbang.,Belanda kemudian mencari bantuan ke ambon tdan batavia sehingga kekuatan menjadi tidak seimbang.,IPS,Insertion Error
Pada pertengahan november 1817 pattimura dan teman-teman tertangkap.,Pada pertengahan november 1817 pattimura dan teman-tematn tertangkap.,IPS,Insertion Error
"Pada 16 desember 1817, pattimura menjalani hukuman gantung di ambon.","Pada 16 desember 1817, pattimura menjalani hukutman gantung di ambon.",IPS,Insertion Error
Pangeran diponegoro adalah putra hamengku buwono iii.,Pangeran diponegoro adalah putra hamengku buwono tiii.,IPS,Insertion Error
"Pada saat tinggal di tegalrejo, beliau menyaksikan penderitaan rakyat.","Pada saat tinggal di tegalrejo, beliau menyaksikatn penderitaan rakyat.",IPS,Insertion Error
Belanda bertindak kejam kepada rakyat.,Belanda bertindak kejam keopada rakyat.,IPS,Insertion Error
Pangeran diponegoro membenci segala tindakan yang dilakukan belanda tersebut.,Pangeran diponegoro membenci segala tindakan yang dilakuktan belanda tersebut.,IPS,Insertion Error
