kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Pada pertengahan november 1817 pattimura dan teman-teman tertangkap.,Pada pertengahan november 1817 pattimura dan temn-teman tertangkap.,IPS,Deletion Error
"Pada 16 desember 1817, pattimura menjalani hukuman gantung di ambon.","Pada 16 desember 1817, pattimura menjalani hkuman gantung di ambon.",IPS,Deletion Error
Pangeran diponegoro adalah putra hamengku buwono iii.,Pangeran diponegoro adalah putra hamengku buwono ii.,IPS,Deletion Error
"Pada saat tinggal di tegalrejo, beliau menyaksikan penderitaan rakyat.","Pada saat tinggal di tegalrejo, beliau menaksikan penderitaan rakyat.",IPS,Deletion Error
Belanda bertindak kejam kepada rakyat.,Belanda bertindak kejam kepaa rakyat.,IPS,Deletion Error
Pangeran diponegoro membenci segala tindakan yang dilakukan belanda tersebut.,Pangeran diponegoro membenci segala tindakan yang dilkukan belanda tersebut.,IPS,Deletion Error
Timbullah perlawanan yang dikenal sebagai perang diponegoro.,Timbullah perlawanan yang dikenal sebagai perang dipnegoro.,IPS,Deletion Error
Hal lain yang menjadi pemicu perang diponegoro adalah patok dalam membuat jalan menuju magelang.,Hal lain yang menjadi pemicu perang dipnegoro adalah patok dalam membuat jalan menuju magelang.,IPS,Deletion Error
Patok itu melewati makam leluhur pangeran diponegoro yang dilakukan tanpa perundingan dahulu.,Patok itu melewati makam leluhur pangeran dipnegoro yang dilakukan tanpa perundingan dahulu.,IPS,Deletion Error
"Oleh karena itu, pangeran diponegoro melarang pemasangan patok dan mempertahankan haknya.","Oleh karena itu, pangeran diponegoro melarang pemsangan patok dan mempertahankan haknya.",IPS,Deletion Error
Residen smissaert mengetahui hal itu.,Residen smissaert mengetahui al itu.,IPS,Deletion Error
Ia menganggap hal itu sebagai tindakan pembangkangan.,Ia menganggap hal itu sebagai tindakan pemangkangan.,IPS,Deletion Error
"Pada 20 juli 1825, pangeran diponegoro beserta pengikutnya melawan belanda.","Pada 20 juli 1825, pangeran diponegoro bserta pengikutnya melawan belanda.",IPS,Deletion Error
Mereka berjuang dengan taktik perang gerilya.,Mereka berjuang dengan taktk perang gerilya.,IPS,Deletion Error
"Markas diponegoro berpindah-pindah, yaitu di selarong, pleret, dekso, dan pengasih.","Markas diponegoro berpindah-pindah, yaitu di selarong, pleet, dekso, dan pengasih.",IPS,Deletion Error
Pangeran diponegoro pada mulanya dapat menguasai sebagian besar jawa tengah dan sebagian jawa timur.,Pangeran diponegoro pada mulanya dapat menguasai sebgian besar jawa tengah dan sebagian jawa timur.,IPS,Deletion Error
"Untuk mengalahkan pangeran diponegoro, belanda menggunakan tipu muslihat.","Untuk mengalahkan pangeran diponegoro, belanda menggunakan tip muslihat.",IPS,Deletion Error
Pada 1827 belanda menugaskan jenderal marcus de kock untuk menumpas pasukan diponegoro.,Pada 1827 belanda menugaskan jendral marcus de kock untuk menumpas pasukan diponegoro.,IPS,Deletion Error
Pangeran diponegoro diundang untuk berunding di magelang.,Pangeran diponegoro diundang untuk berunding di maglang.,IPS,Deletion Error
"Dalam perundingan itu, ia tiba-tiba ditangkap dan diasingkan ke manado.","Dalam perundingan itu, ia tiba-tiba ditangkap an diasingkan ke manado.",IPS,Deletion Error
Kemudian dipindahkan ke makassar sampai wafat pada 8 januari 1855.,Kemudian dipindahkan ke makassar sampai wafat pda 8 januari 1855.,IPS,Deletion Error
Perlawanan terhadap belanda juga berlangsung di sumatera barat.,Perlawanan terhadap belanda juga berlangsung di sumtera barat.,IPS,Deletion Error
Perlawanan ini dipimpin oleh tuanku imam bonjol.,Perlawanan ini dipimpin oleh tuanku imam bonol.,IPS,Deletion Error
Kehadiran belanda di sumatera barat untuk menguasai daerah penghasil kopi.,Kehadiran belanda di sumatera barat untuk menuasai daerah penghasil kopi.,IPS,Deletion Error
"Untuk menguasai sumatra barat, belanda memanfaatkan perselisihan antara kaum padri (pembaharu agama islam) dan kaum adat.","Untuk menguasai sumatra barat, belanda memanfaatkan perelisihan antara kaum padri (pembaharu agama islam) dan kaum adat.",IPS,Deletion Error
"Pada 1821, belanda dengan bantuan kaum adat memerangi kaum paderi.","Pada 1821, belanda dengan bantuan kaum ada memerangi kaum paderi.",IPS,Deletion Error
Tuanku imam bonjol memimpin pasukan paderi untuk menghadapi belanda.,Tuanku imam bonjol memimpin pasukan paderi ntuk menghadapi belanda.,IPS,Deletion Error
Dalam peperangan ini belanda dapat dikalahkan.,Dalam peperangan ini belada dapat dikalahkan.,IPS,Deletion Error
Belada terpaksa mengadakan perjanjian masang pada 1824.,Belada terpaksa mengadakan perjanjian masang pada 182.,IPS,Deletion Error
"Akan tetapi, perjanjian ini kemudian dilanggar oleh belanda.","Akan tetapi, perjanjian ini kemudian dilanggar ole belanda.",IPS,Deletion Error
"Setelah perang diponegoro berakhir, belanda membawa pasukan yang besar ke sumatra barat.","Setelah perang diponegoro berakhir, belanda membawa paskan yang besar ke sumatra barat.",IPS,Deletion Error
Wilayah-wilayah di sumatra barat mulai dapat dikuasai.,Wilayah-wilayah di sumatra barat mulai dapat dikasai.,IPS,Deletion Error
"Pada 1837, pasukan belanda dibawah pimpinan letkol michels menyerbu bonjol.","Pada 1837, pasukan belanda dibawah pimpinan letol michels menyerbu bonjol.",IPS,Deletion Error
Dalam peperangan ini kaum padri dapat dikalahkan.,Dalam peperangan ini kaum padri dapat diklahkan.,IPS,Deletion Error
Namun tuanku imam bonjol berhasil memoloskan diri.,Namun tuanku imam bonjol berhasil memoloskan dri.,IPS,Deletion Error
Pada oktober 1837 tuanku imam bonjol ditangkap.,Pada oktober 1837 tuanku imam bonjol ditngkap.,IPS,Deletion Error
"Ia kemudian dibuang ke cianjur, jawa barat.","Ia kemudian dibuang ke cianjur, jawa brat.",IPS,Deletion Error
Ia dipindahkan lagi ke ambon dan akhirnya ke lotan dekat manado.,Ia dipindahkan lagi ke ambon dan akhrnya ke lotan dekat manado.,IPS,Deletion Error
Ia meninggal pada 8 november 1864 dan dimakamkan di sana.,Ia meninggal pada 8 november 1864 an dimakamkan di sana.,IPS,Deletion Error
"Di banjarmasin, kalimantan selatan terdapat kerajaan yang besar.","Di banjarmasin, kalimantan selatan terdapat kerajaan yan besar.",IPS,Deletion Error
Daerah ini banyak menghasilkan rempah-rempah dan intan.,Daerah ini banyak menghasilkan rempah-rempah dan intn.,IPS,Deletion Error
Belanda dengan ingin menguasai daerah itu dengan jalan mengadu domba kerabat keraton.,Belanda denan ingin menguasai daerah itu dengan jalan mengadu domba kerabat keraton.,IPS,Deletion Error
"Setelah sultan adam wafat, belanda mengangkat pangeran tamjidillah.","Setelah sultan adam wafat, belanda mengangkat paneran tamjidillah.",IPS,Deletion Error
Padahal ia tidak disenangi rakyat.,Padahal ia tidak disenani rakyat.,IPS,Deletion Error
Tindakan belanda di kesultanan banjar semakin semena-mena.,Tindakan belanda di kesultanan banjar semakin smena-mena.,IPS,Deletion Error
Pangeran tamjidillah pun mendapat perlawanan dari pangeran hidayat dengan dukungan rakyat.,Pangeran tamjidillah pun mendapat perlawanan dari paneran hidayat dengan dukungan rakyat.,IPS,Deletion Error
"Namun, ia mengalami kegagalan dan ditangkap lalu dibuang ke cianjur.","Namun, ia mengalami kegagalan dan ditangkap lal dibuang ke cianjur.",IPS,Deletion Error
Kemudian muncullah pangeran antasari yang menolak campur tangan belanda.,Kemudian muncullah pangeran antasari yang menolak camur tangan belanda.,IPS,Deletion Error
Pangeran antasari memimpin rakyat banjar melawan belanda sejak 1859-1862.,Pangeran antasari memimpin rakyat banjar melawan belnda sejak 1859-1862.,IPS,Deletion Error
Ia diangkat oleh rakyat banjar menjadi sultan.,Ia diangkat oleh rakyat banjar menjadi sulan.,IPS,Deletion Error
Pasukan antasari berhasil meledakkan kapal belanda beserta pasukannya.,Pasukan antasari berhasil meledakkan kapal belanda bserta pasukannya.,IPS,Deletion Error
Perlawanan antasari terhenti karena sakit.,Perlawanan antasari terhenti karea sakit.,IPS,Deletion Error
Akhirnya ia meninggal pada 1862.,Akhirnya ia meninggal ada 1862.,IPS,Deletion Error
Sisingamangaraja xii menjadi raja sejak umur 18 tahun.,Sisingamangaraja xii menjadi raja sejak umur 1 tahun.,IPS,Deletion Error
Waktu kecilnya bernama patuan bosar ompu pulo batu.,Waktu kecilnya bernama patuan bosar ompu pul batu.,IPS,Deletion Error
"Ia lahir di bakkara, tapanuli 1849.","Ia lahir di bkkara, tapanuli 1849.",IPS,Deletion Error
Belanda datang ke tapanuli secara terang-terang untuk mengusai tanah batak.,Belanda datang ke tapanuli secara terang-terang ntuk mengusai tanah batak.,IPS,Deletion Error
"Oleh karena itu, sisingamangaraja xii mengangkat senjata untuk menumpas belanda.","Oleh karena itu, sisingamangaraja xii mengangkat senata untuk menumpas belanda.",IPS,Deletion Error
"Pada l878, pasukan sisingamangaraja melakukan perlawanan.","Pada l878, pasukan sisingamangaaja melakukan perlawanan.",IPS,Deletion Error
Mereka menyerang pos-pos pertahanan belanda.,Mereka menyerang pos-pos pertahaan belanda.,IPS,Deletion Error
Penyerangan ini dilakukan secara bergerilya.,Penyerangan ini dilakukan secaa bergerilya.,IPS,Deletion Error
Serangan ini berhasil mengalahkan belanda.,Serangan ini berhasil megalahkan belanda.,IPS,Deletion Error
"Untuk mengatasi keadaan, belanda menambah kekuatannya.","Untuk mengatasi keadaan, belada menambah kekuatannya.",IPS,Deletion Error
Kemudian belanda melakukan penyerangan.,Kemudian belanda melkukan penyerangan.,IPS,Deletion Error
Daerah pertempuran sisingamangaraja semakin sempit dan pasukannya semakin berkurang.,Daerah pertempuran sisingamangaraja semakin sempit dan paskannya semakin berkurang.,IPS,Deletion Error
Sisingamangaraja xii dipaksa menyerah di tempat persembunyiannya.,Sisingamangaraja xii dipaksa menyerah di tempat perembunyiannya.,IPS,Deletion Error
"Akan tetapi, ia menolak.","Akan tetapi, i menolak.",IPS,Deletion Error
Ia gugur tertembak pada 17 juni 1907.,Ia gugur tertembak pada 17 juni 190.,IPS,Deletion Error
"Ia dimakamkan di pulau samosir, sumatra utara.","Ia dimakamkan di pulau samosir, sumatra utaa.",IPS,Deletion Error
Di bali berlaku hukum adat tawan karang.,Di bali berlaku hukum adat tawan krang.,IPS,Deletion Error
Hukum adat ini menyatakan bahwa setiap kapal asing yang terdampar di perairan bali akan menjadi milik raja bali.,Hukum adat ini menyatakan bahwa setiap kpal asing yang terdampar di perairan bali akan menjadi milik raja bali.,IPS,Deletion Error
"Hukum ini diterapkan oleh kerajaan-kerajaan di bali seperti, buleleng, klungkung, gianyar, karangasem, jembrana, badung, dan pemecutan.","Hukum ini diterapkan oleh kerajaan-kerajaan di bal seperti, buleleng, klungkung, gianyar, karangasem, jembrana, badung, dan pemecutan.",IPS,Deletion Error
"Pada 1846, belanda mendarat di sebelah utara bali.","Pada 1846, belanda mendarat di sebelah utaa bali.",IPS,Deletion Error
Daerah ini merupakan daerah kerajaan buleleng.,Daerah ini merupakan derah kerajaan buleleng.,IPS,Deletion Error
Belanda memerintahkan raja buleleng untuk segera mengakui kekuasaan belanda.,Belanda memerintahkan raja buleleng untuk segera menakui kekuasaan belanda.,IPS,Deletion Error
Hukum tawan karang dihapuskan.,Hukum tawan krang dihapuskan.,IPS,Deletion Error
Raja buleleng pun harus memberi perlindungan kepada perdagangan belanda.,Raja buleleng pun harus memberi perlindungan kepda perdagangan belanda.,IPS,Deletion Error
"Karena ultimatum ditolak raja, terjadilah pertempuran antara belanda dan rakyat bali.","Karena ultimatum ditolak raja, terjadilah pertempuran ntara belanda dan rakyat bali.",IPS,Deletion Error
Raja buleleng dibantu oleh patih gusti ketut jelantik.,Raja buleleng dibantu oleh patih gusti kett jelantik.,IPS,Deletion Error
"Akan tetapi, pasukan yang dipimpin oleh gusti ketut jelantik akhirnya terdesak dan mundur ke luar benteng jagaraga.","Akan tetapi, pasukan yang dipimpin oleh gusi ketut jelantik akhirnya terdesak dan mundur ke luar benteng jagaraga.",IPS,Deletion Error
Benteng tersebut dapat dikuasai oleh belanda sehingga raja buleleng menyingkir.,Benteng tersebut dapat dikuasai oleh belanda sehngga raja buleleng menyingkir.,IPS,Deletion Error
Mohammad toha adalah salah seorang pahlawan dari jawa barat.,Mohammad toha adalah salah seorang pahlawan dar jawa barat.,IPS,Deletion Error
Ia tercatat sebagai pahlawan yang gagah berani.,Ia tercatat sebagai pahlawan yang gagah berni.,IPS,Deletion Error
Moh. toha adalah anggota laskar bpri.,Moh. toha adalah anggta laskar bpri.,IPS,Deletion Error
"Pada 11 juli 1946, pukul dua belas malam, ia bersama mohammad ramdhan berhasil menyusup ke markas belanda di dayeuhkolot, bandung.","Pada 11 juli 1946, pukul dua bels malam, ia bersama mohammad ramdhan berhasil menyusup ke markas belanda di dayeuhkolot, bandung.",IPS,Deletion Error
Markas tersebut merupakan depot logistik dan gudang persenjataan.,Markas tersebut merupakan depot logistik dan gudng persenjataan.,IPS,Deletion Error
"Dengan gagah berani, moh. toha dan moh. ramdhan berhasil meledakkan markas tersebut walaupun jiwanya sendiri ikut menjadi korban.","Dengan gagah berani, oh. toha dan moh. ramdhan berhasil meledakkan markas tersebut walaupun jiwanya sendiri ikut menjadi korban.",IPS,Deletion Error
"Untuk menghormati jasa-jasanya, nama mereka diabadikan sebagai nama jalan di sekitar lokasi kejadian.","Untuk menghormati jasa-jasanya, nama mereka diabadikan sebgai nama jalan di sekitar lokasi kejadian.",IPS,Deletion Error
Mengapa belanda menjajah indonesia?,Mengapa belanda menajah indonesia?,IPS,Deletion Error
Sebutkan kekejaman pemerintahan daendels dan van den bosch!,Sebutkan kekejaman pemerintahan daendels dan van en bosch!,IPS,Deletion Error
Sebutkan tokoh-tokoh daerah yang melakukan perlawanan terhadap belanda?,Sebutkan tokoh-tokoh daerah yang melakukan perlawanan teradap belanda?,IPS,Deletion Error
Apa penyebab perang diponegoro dan perang padri?,Apa penyebab perang diponegoro dan perang padi?,IPS,Deletion Error
Mengapa perlawanan tokoh-tokoh daerah terhadap belanda mengalami kegagalan?,Mengapa perlawanan tokoh-tokoh daerah terhadap belanda menalami kegagalan?,IPS,Deletion Error
Diskusikan dengan teman kelompokmu!,Diskusikan dengan temn kelompokmu!,IPS,Deletion Error
Bagaimana caranya agar perjuangan rakyat yang ada di daerah tidak mudah dikalahkan oleh penjajah belanda!,Bagaimana caranya agar perjuangan rakyat yang da di daerah tidak mudah dikalahkan oleh penjajah belanda!,IPS,Deletion Error
Bagaimana sikapmu terhadap kerja paksa dan cara penarikan pajak yang dilakukan penjajah hindia belanda?,Bagaimana sikapmu terhadap kerja paksa dan cra penarikan pajak yang dilakukan penjajah hindia belanda?,IPS,Deletion Error
Apakah di daerahmu atau provinsimu terdapat pahlawan nasional?,Apakah di daerahmu atau provinsimu terdapat pahawan nasional?,IPS,Deletion Error
Carilah informasi tentang pahlawan tersebut dan ceritakan!,Carilah informasi tentang pahlawan tersebut dan certakan!,IPS,Deletion Error
Jepang ingin meluaskan wilayahnya di asia.,Jepang ingin meluaskan wilayahya di asia.,IPS,Deletion Error
"Akan tetapi, negara-negara di asia masih dalam jajahan negara-negara barat.","Akan tetapi, negara-negara di asia masih dlam jajahan negara-negara barat.",IPS,Deletion Error
"Yakni inggris, belanda, perancis, dan amerika serikat.","Yakni inggris, belanda, perancis, dan amerika serkat.",IPS,Deletion Error
Akibatnya terjadi perang antara jepang dan negara-negara sekutu.,Akibatnya terjadi perang antara jepang dan negra-negara sekutu.,IPS,Deletion Error
Perang ini dinamakan perang pasifik.,Perang ini dinamakan perag pasifik.,IPS,Deletion Error
Perang ini terjadi pada 1941-1945.,Perang ini terjadi ada 1941-1945.,IPS,Deletion Error
Perang pasifik meletus setelah jepang mengebom pangkalan laut amerika serikat di pearl harbour.,Perang pasifik meletus setelah jepang mengebom pankalan laut amerika serikat di pearl harbour.,IPS,Deletion Error
Serangan ini terjadi pada 8 desember 1941.,Serangan ini terjadi pada 8 desember 941.,IPS,Deletion Error
"Kemudian, negara-negara dalam blok sekutu menyatakan perang terhadap jepang.","Kemudian, negara-negara dalam blok sekutu menyatakan perng terhadap jepang.",IPS,Deletion Error
"Dengan cepat jepang menyerbu dan menduduki daerah yang dikuasai inggris, perancis, dan amerika serikat.","Dengan cepat jepang menyerbu dan menduduki daeah yang dikuasai inggris, perancis, dan amerika serikat.",IPS,Deletion Error
"Yakni indochina, myanmar, filipina, dan malaysia.","Yakni indochina, myanmar, filiina, dan malaysia.",IPS,Deletion Error
Kedudukan belanda di indonesia juga terancam oleh jepang.,Kedudukan belanda di indonesia juga terancam ole jepang.,IPS,Deletion Error
Pada januari 1942 jepang berhasil menduduki balikpapan dan tarakan (kalimantan timur).,Pada januari 1942 jepang berhasil menduduki balkpapan dan tarakan (kalimantan timur).,IPS,Deletion Error
Kedua daerah ini direbut karena merupakan penghasil minyak bumi.,Kedua daerah ini direbut karena merupakan penhasil minyak bumi.,IPS,Deletion Error
"Sasaran jepang selanjutnya, yaitu pulau jawa.","Sasaran jepang selanjutnya, yait pulau jawa.",IPS,Deletion Error
"Pada awal maret 1942, pasukan jepang mendarat di teluk banten, eretan, dan kragan (jawa tengah).","Pada awal maret 1942, pasukan jepang menarat di teluk banten, eretan, dan kragan (jawa tengah).",IPS,Deletion Error
Kemudian masuk ke pedalaman dan merebut kota-kota di pulau jawa.,Kemudian masuk ke pedalaman dan merebut kot-kota di pulau jawa.,IPS,Deletion Error
Pasukan belanda kewalahan menghadapi serbuan pasukan jepang.,Pasukan belanda kewalahan menghadapi serbuan pasukan jepng.,IPS,Deletion Error
"Pada 8 maret 1942, belanda menyerah tanpa syarat kepada jepang di kalijati, subang (jawa barat).","Pada 8 maret 1942, belanda menyerah tana syarat kepada jepang di kalijati, subang (jawa barat).",IPS,Deletion Error
Penyerahan kekuasaan dari belanda kepada jepang dilakukan oleh letnan jenderal n. terpoorten kepada letnan jenderal hitoshi imamura.,Penyerahan kekuasaan dari belanda kepada jepang dilkukan oleh letnan jenderal n. terpoorten kepada letnan jenderal hitoshi imamura.,IPS,Deletion Error
"Dengan demikian, berakhirlah kekuasaan belanda di indonesia.","Dengan demikian, berakhirlah kekuasaan belanda di indnesia.",IPS,Deletion Error
Babak baru pun dimulai.,Babak baru un dimulai.,IPS,Deletion Error
Jepang mulai melakukan penjajahan dan pendudukan di indonesia.,Jepang mulai melakukan penjajahan dan pendudukan d indonesia.,IPS,Deletion Error
Jepang berusaha menarik hati bangsa indonesia.,Jepang berusaha menarik ati bangsa indonesia.,IPS,Deletion Error
"Untuk mencapai maksudnya itu, jepang mengumandangkan semboyan gerakan tiga a. yakni jepang cahaya asia, jepang pelindung asia, dan jepang pemimpin asia.","Untuk mencapai maksudnya itu, jepang mengumandangkan semoyan gerakan tiga a. yakni jepang cahaya asia, jepang pelindung asia, dan jepang pemimpin asia.",IPS,Deletion Error
Jepang membebaskan pemimpin-pemimpin yang ditahan pada masa penjajahan belanda.,Jepang membebaskan pemimpin-pemimpin yang ditahan pada msa penjajahan belanda.,IPS,Deletion Error
"Di antaranya ir. soekarno, drs. mohammad hatta, dan sutan syahrir.","Di antaranya ir. soekarno, drs. mohammad hata, dan sutan syahrir.",IPS,Deletion Error
Jepang juga memperbolehkan bendera merah putih dikibarkan di seluruh indonesia.,Jepang juga memperbolehkan bendera merah putih dkibarkan di seluruh indonesia.,IPS,Deletion Error
"Bahkan, sewaktu jepang akan datang ke indonesia diperdengarkan lagu indonesia raya ciptaan w.r. supratman melalui radio.","Bahkan, sewaktu jepang akan datang ke indnesia diperdengarkan lagu indonesia raya ciptaan w.r. supratman melalui radio.",IPS,Deletion Error
"Di samping itu, jepang melarang penggunaan bahasa belanda di indonesia.","Di samping itu, jepang melarang penggunaan bhasa belanda di indonesia.",IPS,Deletion Error
Kemudian menjadikan bahasa indonesia sebagai bahasa pengantar di sekolah.,Kemudian menjadikan bahasa indonesia sebagai bahasa penantar di sekolah.,IPS,Deletion Error
"Setelah menguasai indonesia, jepang membagi wilayah indonesia menjadi tiga wilayah pertahanan.","Setelah menguasai indnesia, jepang membagi wilayah indonesia menjadi tiga wilayah pertahanan.",IPS,Deletion Error
"Wilayah i (jawa dan madura), wilayah ii (sumatra dan kepulauan di sekitamya), dan wilayah iii (kalimantan, sulawesi, maluku, bali, dan nusa tenggara).","Wilayah i (jawa dan madura), wilayah i (sumatra dan kepulauan di sekitamya), dan wilayah iii (kalimantan, sulawesi, maluku, bali, dan nusa tenggara).",IPS,Deletion Error
"Pada mulanya, bangsa indonesia tertarik dengan propaganda jepang.","Pada mulanya, bangsa indonesia tertarik dengan ropaganda jepang.",IPS,Deletion Error
"Akan tetapi, sikap dan tindakan jepang tidak berbeda dengan kaum penjajah lainnya.","Akan tetapi, sikap dan tindakan jepang tidk berbeda dengan kaum penjajah lainnya.",IPS,Deletion Error
"Jepang bertindak kejam, menindas, dan menyengsarakan rakyat indonesia.","Jepang bertindak kejam, menindas, dan menyengsarakan rakat indonesia.",IPS,Deletion Error
"Kekejaman penjajahan jepang, antara lain kerja paksa atau romusha.","Kekejaman penjajahan jepang, antara lain kerja paka atau romusha.",IPS,Deletion Error
"Pada perang dunia ii, jepang berada di bawah pemerintahan militer.","Pada perang dunia ii, jepang berada d bawah pemerintahan militer.",IPS,Deletion Error
"Semua kebijakan politik, ekonomi, dan sosial, ditujukan untuk kepentingan perang melawan sekutu.","Semua kebijakan politik, ekonomi, dan sosial, ditjukan untuk kepentingan perang melawan sekutu.",IPS,Deletion Error
Untuk kepentingan itu jepang memerlukan banyak sumber daya alam dan tenaga manusia.,Untuk kepentingan itu jepang memerlukan banyak sumer daya alam dan tenaga manusia.,IPS,Deletion Error
"Untuk memenuhi tenaga manusia, jepang menerapkan sistem kerja paksa di negara jajahannya.","Untuk memenuhi tenaga manusia, jepang menerapkan sisem kerja paksa di negara jajahannya.",IPS,Deletion Error
Orang-orang dipaksa bekerja untuk kepentingan jepang yang dinamakan romusha.,Orang-orang dipaksa bekerja untuk kepentingan jepang yan dinamakan romusha.,IPS,Deletion Error
Para romusha dipaksa bekerja berat tanpa menerima upah.,Para romusha dipaksa bekerja berat tanpa mnerima upah.,IPS,Deletion Error
Mereka diperlakukan sewenang-wenang.,Mereka diperlakukan swenang-wenang.,IPS,Deletion Error
"Mereka dipaksa bekerja untuk membangun lapangan terbang, kubu-kubu pertahanan, dan jalan kereta api.","Mereka dipaksa bekerja untuk membangun lapangan terang, kubu-kubu pertahanan, dan jalan kereta api.",IPS,Deletion Error
"Tenaga romusha kebanyakan diambil dari desa-desa, terutama dari pulau jawa.","Tenaga romusha kebanyakan diambil dari desa-desa, tertama dari pulau jawa.",IPS,Deletion Error
Mereka dipekerjakan ke luar jawa.,Mereka dipekerjakan ke uar jawa.,IPS,Deletion Error
"Bahkan ada yang dikirim ke luar negeri, seperti malaysia, burma (myanmar), dan thailand.","Bahkan ada yang dikirim ke luar ngeri, seperti malaysia, burma (myanmar), dan thailand.",IPS,Deletion Error
Diperkirakan lebih dari 230.000 orang indonesia dipekerjakan sebagai romusha.,Diperkirakan lebih dari 230.000 orang indnesia dipekerjakan sebagai romusha.,IPS,Deletion Error
Keadaan para pekerja romusha sangat memprihatinkan.,Keadaan para pekerja romuha sangat memprihatinkan.,IPS,Deletion Error
Mereka diperlakukan secara kasar dan kejam.,Mereka diperlakukan secara kasa dan kejam.,IPS,Deletion Error
Mereka bekerja siang malam namun kesehatan dan makanannya tidak terjamin.,Mereka bekerja siang malam namun kesehatan an makanannya tidak terjamin.,IPS,Deletion Error
"Akibatnya, banyak para romusha yang meninggal karena kelaparan dan penyakit malaria.","Akibatnya, banyak para romusha yang meninggal karna kelaparan dan penyakit malaria.",IPS,Deletion Error
Pengerahan tenaga romusha menyebabkan penduduk indonesia berkurang akibat meninggal dunia.,Pengerahan tenaga romusha menyebabkan penduduk indonesia berurang akibat meninggal dunia.,IPS,Deletion Error
Penderitaan itu meninggalkan rasa ketakutan bagi mereka yang pernah mengalaminya.,Penderitaan itu meninggalkan rasa ketakutan bagi mreka yang pernah mengalaminya.,IPS,Deletion Error
Pendudukan jepang di indonesia membawa malapetaka bagi rakyat indonesia.,Pendudukan jepang di indonesia membawa malapetaka bag rakyat indonesia.,IPS,Deletion Error
Propaganda dan janji-janji jepang hanya tipuan belaka.,Propaganda dan janji-janji jepang hanya tipuan belka.,IPS,Deletion Error
"Selama dijajah jepang, rakyat indonesia semakin miskin, bodoh, dan menderita.","Selama dijajah jepang, rakyat indonesia semakin misin, bodoh, dan menderita.",IPS,Deletion Error
Mengapa jepang ingin menguasai asia tenggara?,Mengapa jepang ingin mengusai asia tenggara?,IPS,Deletion Error
Mengapa belanda terancam sejak jepang masuk ke indonesia?,Mengapa belanda terancam sejak jepang masuk k indonesia?,IPS,Deletion Error
Bagaimana cara jepang menarik perhatian bangsa indonesia?,Bagaimana cara jepang menarik perhatian bangsa indnesia?,IPS,Deletion Error
Mengapa jepang mengerahkan tenaga romusha?,Mengapa jepang mengerahkan tenaa romusha?,IPS,Deletion Error
Bagaimana keadaan rakyat indonesia semasa pendudukan jepang?,Bagaimana keadaan rakyat indonesia semasa pendudukan jepng?,IPS,Deletion Error
Mengapa jepang ingin menguasai wilayah asia?,Mengapa jepang ingin mengusai wilayah asia?,IPS,Deletion Error
Bagaimana sikapmu terhadap pengerahan tenaga romusha yang dilakukan jepang?,Bagaimana sikapmu terhadap pengerahan tenaga romusha yan dilakukan jepang?,IPS,Deletion Error
"Setelah mengetahui maksud jepang yang sebenarnya, timbullah berbagai bentuk perlawanan.","Setelah mengetahui maksud jepang yang sebenarnya, timullah berbagai bentuk perlawanan.",IPS,Deletion Error
"Contohnya perjuangan di aceh, di desa sukamanah tasikmalaya, indramayu, dan perlawanan peta.","Contohnya perjuangan di aceh, di desa sukmanah tasikmalaya, indramayu, dan perlawanan peta.",IPS,Deletion Error
Perlawanan rakyat aceh terjadi di cot plieng.,Perlawanan rakyat aceh terjadi di cot pling.,IPS,Deletion Error
Perlawanan ini dipimpin oleh teuku abdul jalil.,Perlawanan ini dipimpin oleh teuku abdul jall.,IPS,Deletion Error
Ia adalah seorang guru mengaji.,Ia adalah seorang uru mengaji.,IPS,Deletion Error
Peristiwa ini berawal dari sikap tentara jepang yang bertindak sewenang-wenang.,Peristiwa ini berawal dari sikap tentara jepng yang bertindak sewenang-wenang.,IPS,Deletion Error
Rakyat diperas dan ditindas.,Rakyat diperas an ditindas.,IPS,Deletion Error
Jepang berusaha membujuk teuku abdul jalil untuk berdamai.,Jepang berusaha membujuk teuku abdul jalil ntuk berdamai.,IPS,Deletion Error
"Namun, teuku abdul jalil menolaknya.","Namun, teuku abdul jail menolaknya.",IPS,Deletion Error
"Akhirnya, pada 10 november 1942 jepang menyerang cot plieng.","Akhirnya, pada 10 november 1942 jepang menerang cot plieng.",IPS,Deletion Error
Rakyat aceh pun tidak gentar mengahadapi serangan jepang.,Rakyat aceh pun tidak gentar mengahadapi serngan jepang.,IPS,Deletion Error
"Mereka hanya bersenjatakan pedang, rencong, dan klewang.","Mereka hanya bersenjatakan pedang, rencong, dan kleang.",IPS,Deletion Error
"Meskipun demikian, rakyat aceh berhasil mengalahkan jepang.","Meskipun demikian, rakyat aceh berhasil mengalahkan jepng.",IPS,Deletion Error
Mereka berhasil memukul mundur pasukan jepang.,Mereka berhasil memukul mndur pasukan jepang.,IPS,Deletion Error
Serangan jepang yang kedua pun gagal.,Serangan jepang yang kedu pun gagal.,IPS,Deletion Error
Tentara jepang terpaksa kembali ke markasnya di lhokseumawe.,Tentara jepang terpaksa kembali ke markasnya d lhokseumawe.,IPS,Deletion Error
